num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
205,TCMSP,sanqi,quercetin,MOL000098,5280343,Exist,,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,"F7,E2F2,ACC1,AR,CXCL2,PARP1,IGF2,FOS,VCAM1,TNFA,SELE,RELA,DIO1,PPARD,HIF1A,SERPINE1,PON1,PTGS2,THBD,HEL-S-44,IL2,IL1A,opn,CCL2,IGFBP3,NFE2L2,COL1A1,HSPB1,GSTM2,NR1I3,RAF1,ICAM1,CYP3A4,PTGER3,CASP9,TOP2A,CHEK2,STAT1,ADRB2,NQO1,HSF1,MMP3,PPARG,PPARA,PRKCA,RB1,EGF,RUNX2,PRSS1,PLAU,CYP1A1,BAX,CCNB1,CXCL11,MMP2,AKT1,PRKCB,CASP3,MAOB,ODC1,RASA1,KCNH2,ERBB2,NCF1,NCOA2,E2F1,MMP1,IRF1,IL6,MPO,BCL2,GSTM1,CD40LG,DCAF5,CASP8,CLDN4,PLAT,GABRA1,NR1I2,EGFR,BCL2L1,TOP1,CXCL8,MAPK1,PSMD3,PCOLCE,DUOX2,NKX3-1,IFNG,TP53,HMOX1,JUN,CRP,AHR,CCND1,MYC,MMP9,ELK1,SCN5A,RXRA,GJA1,EIF6,HAS2,PTGS1,F3,RASSF1,POR,ACPP,GSTP1,BIRC5,ALOX5,VEGFA,CHUK,CAV1,NFKBIA,CDKN1A,ACHE,ERBB3,AHSA1,INSR,CTSD,NPEPPS,IL1B,RUNX1T1,HK2,CXCL10,IL10,COL3A1,CYP1B1,CYP1A2","PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1","NOX4,PLA2G1B,CA9,AXL,ESRRA,IGF1R,MMP13,MMP9,CDK1,HSD17B1,GPR35,KDM4E,ELAVL1,TYR,AURKB,ALOX15,MET,APEX1,CA14,ALK,ALOX5,NEK6,NEK2,BACE1,MAOA,PTK2,EGFR,CA2,F2,GSK3B,PYGL,ST6GAL1,MMP2,AKR1B10,AKT1,CA5A,CAMK2B,HSD17B2,KDR,TTR,NUAK1,GLO1,CISD1,CYP2C8,DAPK1,ABCB1,PIK3R1,MPG,CA12,PIM1,CA6,P4HB,AKR1B1,DRD4,CA4,ABCG2,CA1,ABCC1,CCR4,CYP2C9,CA3,PTPRS,MAPT,XDH,CSNK2A1,ALOX12,CXCR1,PKN1,AVPR2,MPO,CA7,CYP1B1,TOP2A,CYP1A2,FLT3,MMP3","MAP3K5,F7,ESRRA,ACC1,HSP90AB1,DRD1,PGR,IGF2,FOS,RELA,DIO1,PPARD,CALM1,ALK,HIF1A,GALK1,SERPINE1,THBD,PGD,GLO1,CYP2D6,CD38,MPG,AMY1C,CCL2,IGFBP3,TDP1,COL1A1,YES1,CA4,GSTM2,NR1I3,RAF1,ICAM1,PIK3CG,ALOX12,AVPR2,PTGER3,CASP9,TOP2A,ADRB2,NQO1,MMP3,PIM2,HDAC9,PPARA,RUNX2,ESR1,SLK,MPHOSPH8,CAMK2B,HSD17B2,CISD1,CASP3,CA5B,ODC1,KCNH2,CYP2C19,NCOA2,E2F1,MMP1,AMY1B,IRF1,PKN1,MPO,CA7,NFKB1,CA9,KDM4E,HSD17B1,SI,CD40LG,DCAF5,POLK,ALOX15,APEX1,CLDN4,CA14,GABRA1,MAOA,EGFR,F2,EZH2,LCK,TTR,GSK3A,CYP2C8,PSMD3,PIM1,AKR1B1,ABCC1,DUOX2,NR3C1,NKX3-1,MMP12,CXCR1,TP53,JUN,SMAD3,AHR,CCND1,CDK5,MMP9,IGF1R,RXRA,GJA1,EIF6,PTGS1,RASSF1,POR,ACPP,GSTP1,PIK3CA,ALOX5,VEGFA,NEK6,ATAD5,CAV1,HPGD,CA2,CA5A,CDKN1A,POLB,ELAVL3,AMY1A,SMAD2,PIK3R1,CA12,HIF1AN,CLK1,ABCC4,CTSD,IL1B,DPP4,ABCG2,YWHAB,CYP2C9,RUNX1T1,CXCL10,CSNK2A1,IL10,NFKB2,CYP1B1,GAA,CHEK2,ALOX15B,PRSS3,E2F2,MMP13,AR,CXCL2,PARP1,CDK1,GPR35,VCAM1,TNFA,SELE,ELANE,CSNK1G1,PTK2,PON1,PTGS2,ADORA3,AKR1B10,KDR,HEL-S-44,IL2,IL1A,opn,MGAM,NFE2L2,POLH,CA6,CSNK1G2,HSPB1,APP,CYP3A4,POLI,GCK,STAT1,FLT3,HSF1,NOX4,PLA2G1B,CSNK2B,PPARG,CLK3,CDK2,PRKCA,RB1,EGF,TYR,PRSS1,PLAU,CYP1A1,BAX,CCNB1,BACE1,CXCL11,SRC,GSK3B,ST6GAL1,MMP2,AKT1,PRSS2,PRKCB,DAPK1,MAOB,DRD4,ERBB2,RASA1,NCF1,BRAF,CA1,NTMT1,RNASEH1,IL6,BCL2,AXL,GSTM1,ELAVL1,PLK1,STK16,CASP8,MET,CDK5R1,PREP,PLAT,SORD,NR1I2,PTPN1,DIRAS1,BCL2L1,TOP1,ABCB1,CXCL8,MAPK1,PCOLCE,CSNK2A2,P4HB,CDK6,ALDH1A1,XDH,CA3,BLM,FEN1,SYK,IFNG,HMOX1,CRP,MYC,ELK1,SCN5A,HAS2,F3,AURKB,SLC2A2,BIRC5,NEK2,CHUK,NFKBIA,PYGL,ACHE,NUAK1,ERBB3,AHSA1,INSR,NPEPPS,HSP90AA1,CCR4,MAPT,PTPRS,HK2,COL3A1,CYP1A2,EPHX2,CYP19A1",CHEMBL50
212,TCMSP,sanqi,beta-sitosterol,MOL000358,222284,Exist,,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,"SCN5A,SLC6A4,ADRA1B,PGR,PTGS1,PRKCA,OPRM1,CASP8,BAX,GABRA1,CHRM1,MAP2,PON1,PTGS2,CHRNA2,CASP3,ADRA1A,KCNH2,CHRM2,CHRM4,NCOA2,CHRM3,CASP9,ADRB2,JUN,BCL2","POLB,PRKAA1,PRKAG1,PRKAG3,F2,GSK3B,PRKAB2,DPP4,PRKAA2,PRKAB1,PRKAG2","CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","AR,SCN5A,SLC6A4,ADRA1B,PGR,PTGS1,OPRM1,PRKCA,ESR1,CASP8,PRKAG1,NR1H2,BAX,GABRA1,CHRM1,MAP2,PON1,PTGS2,F2,GSK3B,SHBG,PRKAB1,POLB,CHRNA2,CASP3,PRKAG3,NPC1L1,SREBF2,ADRA1A,DPP4,KCNH2,CHRM2,CHRM4,NCOA2,PRKAG2,CHRM3,CYP17A1,RORC,ESR2,NR1H3,CASP9,PRKAB2,ADRB2,JUN,PRKAA1,PRKAA2,BCL2",CHEMBL221542
214,TCMSP,sanqi,Stigmasterol,MOL000449,5280794,Exist,,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,"SCN5A,RXRA,ADRA1B,PGR,PTGS1,ADH1C,PLAU,CTRB1,GABRA1,ADRA2A,MAOA,CHRM1,PTGS2,NR3C2,MAOB,ADRA1A,NCOA1,CHRM2,NCOA2,CHRM3,LTA4H,ADRB1,ADRB2,SLC6A3,SLC6A2",POLB,"CYP17A1,AR,ESR2,NPC1L1,NR1H2,SRD5A2,NR1H3,SREBF2,SHBG,ESR1,POLA1","AR,SRD5A2,SCN5A,RXRA,ADRA1B,PGR,PTGS1,ADH1C,ESR1,PLAU,NR1H2,CTRB1,GABRA1,ADRA2A,MAOA,CHRM1,PTGS2,NR3C2,SHBG,POLA1,POLB,NPC1L1,MAOB,SREBF2,ADRA1A,NCOA1,CHRM2,NCOA2,CHRM3,CYP17A1,ESR2,NR1H3,LTA4H,ADRB1,ADRB2,SLC6A3,SLC6A2",CHEMBL400247
215,TCMSP,sanqi,TMH,MOL000485,NO,,,,"GABRA1,PTGS2,CHRNA2",,,"GABRA1,PTGS2,CHRNA2",
216,TCMSP,sanqi,(-)-alpha-cedrene,MOL000612,6431015,,,CC1CCC2C13CC=C(C(C3)C2(C)C)C,"NCOA2,CHRM3,GABRA1,RXRA,CHRM1,PTGS2,ADH1C",,,"NCOA2,CHRM3,GABRA1,RXRA,CHRM1,PTGS2,ADH1C",
217,TCMSP,sanqi,hexanal,MOL000666,6184,Exist,,CCCCCC=O,"CD36,F3,TNFA,ABI1,JUN,MAPK10",,FAAH,"FAAH,CD36,F3,TNFA,ABI1,JUN,MAPK10",CHEMBL280331
218,TCMSP,sanqi,oleic acid,MOL000675,445639,Exist,,CCCCCCCCC=CCCCCCCCC(=O)O,"PRSS3,PDX1,RXRA,PPARG,CCK,UCP2,PPARA,PTGS1,TEP1,DNPEP,ADH1C,EDN3,CAT,ENPEP,LPL,PAM,PLAU,PPARD,CITED1,SERPINE1,NTRK2,PON1,INS,ADH1A,PTGS2,PYY,HMGCR,SOAT1,HEL-S-44,GAP43,CETP,ERBB2,NCOA2,UCP3,BDNF,SCD,MPO,PLG,LYZ,RBP2,CRP","FABP1,FAAH,MCL1,FABP4,PPARG,PPARA,PLK1,FABP5,FFAR1,KCNH2,CYP19A1,TERT,MAPT,PPARD,FFAR4,USP1,KCNQ1,FASN,PLD2,KAT2A,GMNN,TOP1,DNMT1","TRPV1,FAAH,CNR1,CES1,PPARG,PPARA,SLC22A6,PPARD,FABP3,SLC22A8,TLR2,TOP1,HMGCR,PTPN7,OXER1,FFAR4,CNR2,ALOX12,FABP4,EPHX2","PRSS3,PDX1,FAAH,CNR1,CES1,CCK,TEP1,DNPEP,ADH1C,PLK1,SLC22A6,EDN3,LPL,PPARD,CITED1,SERPINE1,NTRK2,PON1,INS,ADH1A,PTGS2,SLC22A8,PYY,TOP1,SOAT1,HEL-S-44,PTPN7,CETP,OXER1,FFAR1,FFAR4,CNR2,USP1,UCP3,KCNQ1,BDNF,SCD,ALOX12,PLG,RBP2,CRP,FABP4,FABP1,TRPV1,RXRA,PPARG,PTGS1,UCP2,PPARA,FABP5,CAT,TERT,PAM,PLAU,ENPEP,FASN,FABP3,KAT2A,TLR2,GMNN,HMGCR,DNMT1,GAP43,MCL1,ERBB2,KCNH2,NCOA2,MAPT,MPO,LYZ,PLD2,EPHX2,CYP19A1",CHEMBL8659
226,TCMSP,sanqi,()-beta-Pinene,MOL000905,NO,,,,"NCOA2,GABRA1,MAOB,RXRA,PTGS1,CHRM1,PTGS2,RXRG,SLC6A2,CHRM2",,,"NCOA2,GABRA1,MAOB,RXRA,PTGS1,CHRM1,PTGS2,RXRG,SLC6A2,CHRM2",
228,TCMSP,sanqi,Hepanal,MOL000935,NO,,,,"CHRM3,CHRM2,ADH1C",,,"CHRM3,ADH1C,CHRM2",
230,TCMSP,sanqi,PEL,MOL001300,6054,Exist,,C1=CC=C(C=C1)CCO,"PRSS3,ADH1A,MAOA,ADH1C",AR,CA2,"PRSS3,AR,MAOA,CA2,ADH1A,ADH1C",CHEMBL448500
231,TCMSP,sanqi,2-ACETYLPYRROLE,MOL001304,14079,Exist,,CC(=O)C1=CC=CN1,"NR3C1,PGR,LYZ,ADH1A,ADH1C",,,"NR3C1,PGR,LYZ,ADH1A,ADH1C",CHEMBL1414126
235,TCMSP,sanqi,Mandenol,MOL001494,5282184,Exist,,CCCCCC=CCC=CCCCCCCCC(=O)OCC,"PTGS1,PTGS2,NCOA2","HSPB1,GPR32,NR1I2,PPARG,RARA","FFAR4,FAAH,CNR2,CNR1,PPARG,FABP3,PPARA,PRKCA,OXER1","FAAH,CNR1,PPARG,PTGS1,RARA,PPARA,PRKCA,OXER1,NCOA2,HSPB1,FFAR4,CNR2,GPR32,NR1I2,FABP3,PTGS2",CHEMBL2106238
237,TCMSP,sanqi,Hypnon,MOL001578,7410,Exist,,CC(=O)C1=CC=CC=C1,"PRSS3,LYZ,ADH1A,ADH1C",,"CES2,CES1","PRSS3,CES1,LYZ,ADH1A,ADH1C,CES2",CHEMBL274467
238,TCMSP,sanqi,zoomaric acid,MOL001739,445638,Exist,,CCCCCCC=CCCCCCCCC(=O)O,"PTGS1,PTGS2,NCOA2","PPARA,PPARD,PPARG","TRPV1,FAAH,CNR1,CES1,PPARG,PPARA,SLC22A6,PPARD,FABP3,SLC22A8,TLR2,TOP1,HMGCR,PTPN7,OXER1,FFAR4,CNR2,ALOX12,FABP4,EPHX2","TRPV1,FAAH,CNR1,CES1,TOP1,PTPN7,FABP4,PPARG,PTGS1,PPARA,SLC22A6,OXER1,NCOA2,FFAR4,PPARD,CNR2,ALOX12,FABP3,SLC22A8,PTGS2,TLR2,HMGCR,EPHX2",CHEMBL453509
239,TCMSP,sanqi,DFV,MOL001792,NO,,,,"MAOB,RXRA,SLC6A4,PTGS1,PTGS2,ADRB2,ESR1",,,"MAOB,RXRA,SLC6A4,PTGS1,PTGS2,ADRB2,ESR1",
243,TCMSP,sanqi,hexanoic acid,MOL002046,8892,Exist,,CCCCCC(=O)O,"PRSS3,ISYNA1,ADH1C",ESRRA,"FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,CES2,FABP4","PRSS3,ESRRA,CES1,PPARG,PLA2G4A,PPARA,SLC22A6,ADH1C,OXER1,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4,ISYNA1",CHEMBL14184
244,TCMSP,sanqi,"1H-Cycloprop(e)azulen-7-ol, decahydro-1,1,7-trimethyl-4-methylene-, (1aR-(1aalpha,4aalpha,7beta,7abeta,7balpha))-",MOL002153,92231,Exist,,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,"GABRA1,CHRM3,CHRM2,CHRM1",,,"CHRM1,CHRM3,GABRA1,CHRM2",CHEMBL518542
245,TCMSP,sanqi,PTL,MOL002379,NO,,,,,,,,
247,TCMSP,sanqi,Hexenal,MOL002675,10460,,,CCCC=CC=O,,,,,
249,TCMSP,sanqi,Piceol,MOL002818,7469,Exist,,CC(=O)C1=CC=C(C=C1)O,"LYZ,ADH1C",,"CA14,CA9,CA3,CA12,HSD17B1,CA2,CA7,CA6,CA1","CA14,CA9,CA3,HSD17B1,CA12,CA2,CA7,CA6,LYZ,ADH1C,CA1",CHEMBL201083
250,TCMSP,sanqi,butylated hydroxytoluene,MOL002850,31404,Exist,,CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,"CHRM3,PECAM1,SCN5A,SLC6A4,RXRA,BMP4,ADRA1B,CHRM1,KDR,ADRA1A,ADRB2,SFTPB,HMOX1,PCDH12,ADRB1,SLC6A3,SLC6A2,CHRM2","CYP2C9,CYP2D6,NR1I3,CYP3A4,RXRA,CA2,TDP1,CYP1A2,ESR1,CYP2C19",CA2,"CYP2D6,SCN5A,SLC6A4,RXRA,ADRA1B,ADRA1A,TDP1,ESR1,CYP2C19,CHRM2,CYP1A2,CHRM3,CYP2C9,PECAM1,NR1I3,CYP3A4,BMP4,CHRM1,CA2,ADRB1,ADRB2,SFTPB,HMOX1,PCDH12,SLC6A3,SLC6A2,KDR",CHEMBL146
251,TCMSP,sanqi,Diop,MOL002879,33934,Exist,,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,"CHRM3,SCN5A,ADRB2","AR,GLI3,NR1I2",,"GLI3,CHRM3,AR,NR1I2,SCN5A,ADRB2",CHEMBL3186540
254,TCMSP,sanqi,2-Coumarate,MOL004102,637540,Exist,,C1=CC=C(C(=C1)C=CC(=O)O)O,"CTRB1,MAOB,ADRA2A,MAOA,PTGS1,PTGS2,LYZ","CA2,CA1","CA2,NFKB1,CA1","CTRB1,MAOB,ADRA2A,MAOA,PTGS1,CA2,PTGS2,LYZ,NFKB1,CA1",CHEMBL52564
255,TCMSP,sanqi,5-METHYLFURFURAL,MOL004119,12097,Exist,,CC1=CC=C(O1)C=O,"ADH1A,ADH1C",,,"ADH1A,ADH1C",CHEMBL2230304
256,TCMSP,sanqi,MEHQ,MOL004464,9015,Exist,,COC1=CC=C(C=C1)O,"LYZ,ADH1C","GLI3,ESRRA,SENP8,PPARG,NR0B1","APP,CA14,CA9,ESR2,CA12,CA2,CA7,CA1","GLI3,APP,CA14,CA9,ESRRA,ESR2,SENP8,CA12,PPARG,CA2,CA7,LYZ,ADH1C,NR0B1,CA1",CHEMBL544
259,TCMSP,sanqi,Ditertbutyl phthalate,MOL005319,121712,,,CC(C)(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C,,,,,
265,TCMSP,sanqi,ginsenoside rh2,MOL005344,119307,Exist,,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C,"CASP1,CASP3,MAP2K4,PSMG1,BAX,NFKBIA,IFNG,PTGS2,TNFA,IL1B,ADCYAP1",SIRT1,,"CASP1,PSMG1,MAP2K4,CASP3,BAX,NFKBIA,IFNG,PTGS2,TNFA,SIRT1,IL1B,ADCYAP1",CHEMBL1783834
266,TCMSP,sanqi,Linolenyl alcohol,MOL005538,6436081,,,CCC=CCC=CCC=CCCCCCCCCO,,,"OXER1,FABP3,FFAR4","OXER1,FABP3,FFAR4",
267,TCMSP,sanqi,1-Hydroxycumene,MOL005843,12053,Exist,,CC(C)(C1=CC=CC=C1)O,"LYZ,ADH1C",,,"LYZ,ADH1C",CHEMBL3185495
269,TCMSP,sanqi,[(1R)-1-methoxyethyl]benzene,MOL007459,NO,,,,"LYZ,ADRA1A,ADH1C,SLC6A3,SLC6A2",,,"LYZ,ADRA1A,ADH1C,SLC6A3,SLC6A2",
270,TCMSP,sanqi,Cyclooctadiene,MOL007460,299882,Exist,,C1CCC=CC=CC1,"PRSS3,ADH1C",,,"PRSS3,ADH1C",
271,TCMSP,sanqi,"1,2-DIHYDRO-1,5,8-TRIMETHYLNAPHTHALENE",MOL007461,20595,,,CC1CC=CC2=C(C=CC(=C12)C)C,"CHRM3,MAOB,GABRA1,ADRA1D,ADRA1B,PTGS1,CHRM1,PTGS2,ADRA1A,ADRB2,SLC6A2",,,"CHRM3,GABRA1,ADRA1D,MAOB,ADRA1B,PTGS1,CHRM1,PTGS2,ADRA1A,ADRB2,SLC6A2",
272,TCMSP,sanqi,"1,4,6-trimethyl-1,2,3,4-tetralin",MOL007462,NO,,,,"ACHE,CHRM3,GABRA1,SCN5A,SLC6A4,ADRA1D,MAOB,ADRA1B,CHRM1,LTA4H,PTGS1,PTGS2,ADRA1A,ADRB2,SLC6A3,SLC6A2",,,"ACHE,MAOB,SCN5A,SLC6A4,ADRA1B,PTGS1,ADRA1A,CHRM3,GABRA1,ADRA1D,CHRM1,LTA4H,PTGS2,ADRB2,SLC6A3,SLC6A2",
273,TCMSP,sanqi,"(1R,2S)-1-ethyl-2-methylcyclopropane",MOL007463,NO,,,,"PRSS3,ADH1C",,,"PRSS3,ADH1C",
274,TCMSP,sanqi,1-methyl-5-isopropenyl cyclohexene,MOL007464,NO,,,,"GABRA1,PTGS2,ADH1C",,,"GABRA1,PTGS2,ADH1C",
276,TCMSP,sanqi,DICHLOROANILINE,MOL007466,NO,,,,"LYZ,ADH1C",,,"LYZ,ADH1C",
277,TCMSP,sanqi,"2,6-dimethyl-cyclohexanol",MOL007467,21428,Exist,,CC1CCCC(C1O)C,"GABRA1,BCHE",,,"GABRA1,BCHE",
282,TCMSP,sanqi,"(9Z,12E)-octadeca-9,12-dienoic acid methyl ester",MOL007472,NO,,,,"PTGS1,PTGS2",,,"PTGS1,PTGS2",
283,TCMSP,sanqi,"N3-Oxalyl-L-2,3-diaminopropanoate",MOL007473,440259,,,C(C(C(=O)O)N)NC(=O)C(=O)O,,,GFPT1,GFPT1,
285,TCMSP,sanqi,ginsenoside f2,MOL007475,9918692,Exist,,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C,,,,,CHEMBL1095007
296,TCMSP,sanqi,ZINC01532096,MOL007486,NO,,,,GABRA1,,,GABRA1,
302,TCMSP,sanqi,Butylcyclobutane,MOL007492,544591,,,CCCCC1CCC1,PRSS3,,,PRSS3,
306,TCMSP,sanqi,isopulegone,MOL007496,34645,,,CC1CCC(C(=O)C1)C(=C)C,,,,,
307,TCMSP,sanqi,NaPst,MOL007497,NO,,,,"LYZ,ADH1C",,,"LYZ,ADH1C",
308,TCMSP,sanqi,"10Z,13Z-nonadecadienoic acid",MOL007498,5282804,Exist,,CCCCCC=CCC=CCCCCCCCCC(=O)O,"PTGS1,PTGS2",,"TRPV1,FAAH,CNR1,PPARG,PPARA,SLC22A6,PPARD,ALOX5,FABP3,SLC22A8,TLR2,HMGCR,PLA2G4A,OXER1,FFAR1,FFAR4,MGLL,ALOX12,PLA2G4C,PLA2G4B,FABP4,EPHX2","TRPV1,FAAH,CNR1,FABP4,PPARG,PLA2G4A,PTGS1,PPARA,SLC22A6,OXER1,FFAR1,FFAR4,PPARD,ALOX5,MGLL,ALOX12,FABP3,SLC22A8,PTGS2,PLA2G4C,TLR2,PLA2G4B,HMGCR,EPHX2",CHEMBL1917277
310,TCMSP,sanqi,panaxydol,MOL007501,126312,,,CCCCCCCC1C(O1)CC#CC#CC(C=C)O,"EIF6,NGF,CASP3,BDNF",,,"BDNF,EIF6,CASP3,NGF",
311,TCMSP,sanqi,NSC692928,MOL007502,5469789,Exist,,CCCCCCCC=CCC#CC#CC(C=C)O,PTGS1,,,PTGS1,CHEMBL368712
312,TCMSP,sanqi,panaxytriol,MOL007503,93484,,,CCCCCCCC(C(CC#CC#CC(C=C)O)O)O,,,,,
314,TCMSP,sanqi,WLN: QR DG,MOL007505,4684,Exist,,C1=CC(=CC=C1O)Cl,ADH1C,GLI3,CA3,"GLI3,CA3,ADH1C",CHEMBL57053
317,TCMSP,sanqi,alpha-cyperene,MOL007508,10899741,,,CC1=C2CC(CCC2(CCC1)C)C(=C)C,"NCOA2,CHRM3,GABRA1",,,"NCOA2,CHRM3,GABRA1",
319,TCMSP,sanqi,alpha-copaene,MOL007510,19725,,,CC1=CCC2C3C1C2(CCC3C(C)C)C,"NCOA2,CHRM3,GABRA1,RXRA,CHRM1,PTGS2,SLC6A2,CHRM2",,,"NCOA2,CHRM3,GABRA1,RXRA,CHRM1,PTGS2,SLC6A2,CHRM2",
320,TCMSP,sanqi,(5S)-5-ethyloxolan-2-one,MOL007511,5325911,,,CCC1CCC(=O)O1,"ADH1A,ADH1C",,,"ADH1A,ADH1C",
322,TCMSP,bingpian,(+/-)-Isoborneol,MOL000018,NO,,,,"CHRM3,GABRA1,PGR,CHRM1,PTGS2,ADRA1A,SLC6A2,CHRM2",,,"CHRM3,GABRA1,PGR,CHRM1,PTGS2,ADRA1A,SLC6A2,CHRM2",
323,TCMSP,bingpian,D-Camphene,MOL000019,92221,Exist,,CC1(C2CCC(C2)C1=C)C,"NCOA2,GABRA1,SCN5A,PTGS2,KCNH2",,,"NCOA2,GABRA1,SCN5A,PTGS2,KCNH2",CHEMBL510535
324,TCMSP,bingpian,Hemo-sol,MOL000023,440917,Exist,,CC1=CCC(CC1)C(=C)C,"NCOA2,GABRA1,CHRM1,PTGS2,ADH1C,NCOA1,CHRM2",NR1I2,,"NCOA2,GABRA1,NR1I2,CHRM1,PTGS2,ADH1C,NCOA1,CHRM2",CHEMBL449062
328,TCMSP,bingpian,"1,8-cineole",MOL000122,2758,Exist,,CC1(C2CCC(O1)(CC2)C)C,"GABRA1,PTGS2,CHRNA2,ADH1C",AHR,,"CHRNA2,GABRA1,PTGS2,ADH1C,AHR",CHEMBL1397305
332,TCMSP,bingpian,()-alpha-Terpineol,MOL000232,NO,,,,"CHRM3,GABRA1,MAOB,RXRA,MAOA,SLC6A4,ADRA1B,CHRM1,ADRA1A,ADRB2,ADRB1,SLC6A3,SLC6A2,CHRM2",,,"CHRM3,GABRA1,MAOB,RXRA,MAOA,SLC6A4,ADRA1B,CHRM1,ADRA1A,ADRB2,ADRB1,SLC6A3,SLC6A2,CHRM2",
333,TCMSP,bingpian,()-Borneol,MOL000244,NO,,,,"NCOA2,GABRA1,MAOB,PTGS1,PTGS2,SLC6A2,CHRM2",,,"NCOA2,CHRM2,GABRA1,MAOB,PTGS1,PTGS2,SLC6A2",
335,TCMSP,bingpian,CHEBI:7,MOL000270,443156,,,CC1=CCC2C(C1)C2(C)C,"CHRM4,NCOA2,CHRM3,GABRA1,SLC6A4,ADRA1B,CHRM1,PTGS2,ADRB2,CHRM2",,,"CHRM4,NCOA2,CHRM3,GABRA1,SLC6A4,ADRA1B,CHRM1,PTGS2,ADRB2,CHRM2",
336,TCMSP,bingpian,(-)-Epoxycaryophyllene,MOL000474,1742210,Exist,,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,"ACHE,CHRM3,GABRA1,ADRA1B,CHRM1,PTGS2,CHRM2",,,"ACHE,CHRM3,CHRM2,GABRA1,ADRA1B,CHRM1,PTGS2",CHEMBL508894
337,TCMSP,bingpian,Neryl acetate,MOL000597,1549025,Exist,,CC(=CCCC(=CCOC(=O)C)C)C,"CHRM3,GABRA1,SCN5A,SLC6A4,MAOB,ADRA1B,CHRM1,LTA4H,PTGS1,PTGS2,ADRB2,GRIA2",,"FNTA,FNTB","CHRM3,FNTB,GABRA1,SCN5A,SLC6A4,MAOB,ADRA1B,CHRM1,LTA4H,PTGS1,PTGS2,ADRB2,FNTA,GRIA2",CHEMBL2268549
339,TCMSP,bingpian,()-beta-Pinene,MOL000905,NO,,,,"NCOA2,GABRA1,MAOB,RXRA,PTGS1,CHRM1,PTGS2,RXRG,SLC6A2,CHRM2",,,"NCOA2,GABRA1,MAOB,RXRA,PTGS1,CHRM1,PTGS2,RXRG,SLC6A2,CHRM2",
