Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
TPMT.1,0,0,0,0,8.86,0.066777208,0.022259069
SUPT20H,0,0,0,0,8.86,0.066777208,0.022259069
SPATA5,0,0,0,0,8.86,0.066777208,0.022259069
RT1-BB,0,0,0,0,8.86,0.066777208,0.022259069
DPY30,0,0,0,0,8.86,0.066777208,0.022259069
SPART,0,0,0,0,8.86,0.066777208,0.022259069
MT-TT,0,0,6.62,0.066727144,0,0,0.022242381
MED17,0,0,0,0,8.85,0.066701839,0.022233946
AZI2,0,0,0,0,8.85,0.066701839,0.022233946
PIAS1,0,0,0,0,8.85,0.066701839,0.022233946
MOGAT1,0,0,0,0,8.85,0.066701839,0.022233946
ANKMY2,0,0,0,0,8.85,0.066701839,0.022233946
COA7,0,0,0,0,8.85,0.066701839,0.022233946
MPDZ,0,0,0,0,8.85,0.066701839,0.022233946
IKZF5,0,0,0,0,8.85,0.066701839,0.022233946
PAPSS2,0,0,0,0,8.85,0.066701839,0.022233946
ZBTB43,0,0,0.65,0.006551759,7.98,0.060144709,0.022232156
TLNRD1,0,0,0,0,8.84,0.06662647,0.022208823
OR4X1,0,0,0,0,8.84,0.06662647,0.022208823
OR1J1,0,0,0,0,8.84,0.06662647,0.022208823
SNAR-H,0,0,0,0,8.84,0.06662647,0.022208823
PCSK5B,0,0,0,0,8.84,0.06662647,0.022208823
SNAR-G2,0,0,0,0,8.84,0.06662647,0.022208823
FBXO6,0,0,0,0,8.84,0.06662647,0.022208823
RPP38,0,0,0,0,8.84,0.06662647,0.022208823
KIAA1524,0,0,0,0,8.84,0.06662647,0.022208823
EF1A,0,0,0,0,8.84,0.06662647,0.022208823
MED12,0,0,0,0,8.84,0.06662647,0.022208823
MMP13A,0,0,0,0,8.84,0.06662647,0.022208823
ANO4,0,0,0,0,8.84,0.06662647,0.022208823
GPR65,0,0,0,0,8.84,0.06662647,0.022208823
ZNF225,0,0,1.39,0.014010684,6.98,0.052607778,0.022206154
TBL1Y,0.01,0.014285714,1.96,0.019756073,4.32,0.032559542,0.022200443
P2RX3,0,0,2.91,0.029331721,4.94,0.037232439,0.022188053
OR52H1,0,0,0,0,8.83,0.0665511,0.0221837
C1ORF68,0,0,0,0,8.83,0.0665511,0.0221837
C19ORF53,0,0,0,0,8.83,0.0665511,0.0221837
MIR940,0,0,0,0,8.83,0.0665511,0.0221837
MIR1188,0,0,0,0,8.83,0.0665511,0.0221837
FANCD2OS,0,0,0,0,8.83,0.0665511,0.0221837
DDI2,0,0,0,0,8.83,0.0665511,0.0221837
GSC,0,0,0,0,8.83,0.0665511,0.0221837
RPS26P15,0,0,0,0,8.83,0.0665511,0.0221837
CGB8,0,0,0,0,8.83,0.0665511,0.0221837
AKR1B3,0,0,0,0,8.83,0.0665511,0.0221837
ATAD3B,0,0,0,0,8.83,0.0665511,0.0221837
ZC3H7B,0,0,0,0,8.83,0.0665511,0.0221837
C12ORF73,0,0,0,0,8.83,0.0665511,0.0221837
RPS26P2,0,0,0,0,8.83,0.0665511,0.0221837
MGST1.2,0,0,0,0,8.83,0.0665511,0.0221837
SLAIN1,0,0,0,0,8.83,0.0665511,0.0221837
GTF2H2C,0,0,0,0,8.83,0.0665511,0.0221837
STXBP5-AS1,0,0,0,0,8.83,0.0665511,0.0221837
OR1M1,0,0,0,0,8.83,0.0665511,0.0221837
GIMAP3,0,0,0,0,8.83,0.0665511,0.0221837
STAG2,0,0,0,0,8.83,0.0665511,0.0221837
FBXO15,0,0,1.41,0.014212277,6.94,0.052306301,0.022172859
POSTNA,0,0,0,0,8.82,0.066475731,0.022158577
CYP4A8,0,0,0,0,8.82,0.066475731,0.022158577
GGTLC2,0,0,0,0,8.82,0.066475731,0.022158577
FCGR1,0,0,0,0,8.82,0.066475731,0.022158577
RNF5,0,0,0,0,8.82,0.066475731,0.022158577
RBM28,0,0,0,0,8.82,0.066475731,0.022158577
ODAD4,0,0,0,0,8.82,0.066475731,0.022158577
RMST,0.01,0.014285714,0,0,6.92,0.052155562,0.022147092
MSL1,0,0,0,0,8.81,0.066400362,0.022133454
KRTAP2-1,0,0,0,0,8.81,0.066400362,0.022133454
TMEM25,0,0,0,0,8.81,0.066400362,0.022133454
CRYBA4,0,0,0,0,8.81,0.066400362,0.022133454
LIX1L,0,0,0,0,8.81,0.066400362,0.022133454
ZNF844,0,0,1.65,0.016631388,6.6,0.049743744,0.022125044
KCNB2,0,0,1.87,0.018848906,6.3,0.047482665,0.022110524
EVPLL,0,0,0,0,8.8,0.066324992,0.022108331
CYP1B1-AS1,0,0,0,0,8.8,0.066324992,0.022108331
KLRA9,0,0,0,0,8.8,0.066324992,0.022108331
CADM4,0,0,0,0,8.8,0.066324992,0.022108331
CTR1B,0,0,0,0,8.8,0.066324992,0.022108331
MIA2,0,0,0,0,8.8,0.066324992,0.022108331
GSTE1,0,0,0,0,8.8,0.066324992,0.022108331
CARD11,0,0,0,0,8.8,0.066324992,0.022108331
PCYOX1,0,0,0,0,8.8,0.066324992,0.022108331
RPL34-PS1,0,0,0,0,8.8,0.066324992,0.022108331
KLK1C10,0,0,0,0,8.8,0.066324992,0.022108331
DOS,0,0,0,0,8.8,0.066324992,0.022108331
MUG1,0,0,0,0,8.8,0.066324992,0.022108331
NUDT3,0,0,0,0,8.8,0.066324992,0.022108331
PRELID3B,0,0,0,0,8.8,0.066324992,0.022108331
THYN1,0,0,0,0,8.8,0.066324992,0.022108331
D5ERTD605E,0,0,0,0,8.8,0.066324992,0.022108331
SLC52A3,0,0,0,0,8.8,0.066324992,0.022108331
ID2B,0,0,0,0,8.8,0.066324992,0.022108331
TTLL3,0,0,0,0,8.8,0.066324992,0.022108331
PLIN,0,0,0,0,8.8,0.066324992,0.022108331
CACNG7,0,0,2.6,0.026207036,5.32,0.040096473,0.02210117
EXTL3,0.01,0.014285714,0,0,6.9,0.052004824,0.022096846
STK32A,0,0,0,0,8.79,0.066249623,0.022083208
TRIQK,0,0,0,0,8.79,0.066249623,0.022083208
MCTS1,0,0,0,0,8.79,0.066249623,0.022083208
SLAMF1,0,0,0,0,8.79,0.066249623,0.022083208
ZFP202,0,0,0,0,8.79,0.066249623,0.022083208
LEO1,0,0,0,0,8.79,0.066249623,0.022083208
CNOT2,0,0,0,0,8.79,0.066249623,0.022083208
PRPF39,0,0,0,0,8.79,0.066249623,0.022083208
CCDC190,0,0,1.48,0.014917851,6.81,0.0513265,0.02208145
SNX19,0,0,2.04,0.020562443,6.06,0.045673802,0.022078748
CSNK1A1L,0,0,3.66,0.036891442,3.89,0.029318661,0.022070034
ZNF594,0,0,1.08,0.010885999,7.34,0.055321073,0.022069024
LINGO4,0,0,1.87,0.018848906,6.28,0.047331926,0.022060277
H2AC8,0,0,0,0,8.78,0.066174254,0.022058085
GARNL3,0,0,0,0,8.78,0.066174254,0.022058085
GOLGA8B,0,0,0,0,8.78,0.066174254,0.022058085
P4HTM,0,0,0,0,8.78,0.066174254,0.022058085
STYK1,0,0,0,0,8.78,0.066174254,0.022058085
CAPRIN2,0,0,0,0,8.78,0.066174254,0.022058085
ADGRA3,0,0,0,0,8.78,0.066174254,0.022058085
CDH9,0,0,2.04,0.020562443,6.05,0.045598432,0.022053625
MTARC1,0,0,1.11,0.011188388,7.29,0.054944227,0.022044205
PGBD1,0,0,1.85,0.018647314,6.3,0.047482665,0.022043326
ZNF316,0,0,0.98,0.009878036,7.46,0.056225505,0.022034514
THAP2,0,0,0,0,8.77,0.066098885,0.022032962
RAB33A,0,0,0,0,8.77,0.066098885,0.022032962
CMAS,0,0,0,0,8.77,0.066098885,0.022032962
OPN4,0.01,0.014285714,0,0,6.87,0.051778716,0.022021477
PYCR2,0,0,0,0,8.76,0.066023515,0.022007838
GPATCH2,0,0,0,0,8.76,0.066023515,0.022007838
LRRIQ4,0,0,0,0,8.76,0.066023515,0.022007838
TRIM51,0,0,0,0,8.76,0.066023515,0.022007838
TAF5,0,0,0,0,8.76,0.066023515,0.022007838
ASRGL1,0,0,0,0,8.76,0.066023515,0.022007838
MIR3085,0,0,0,0,8.76,0.066023515,0.022007838
MIR651,0,0,0,0,8.76,0.066023515,0.022007838
RHOAB,0,0,0,0,8.75,0.065948146,0.021982715
ZFP142,0,0,0,0,8.75,0.065948146,0.021982715
NANP,0,0,0,0,8.75,0.065948146,0.021982715
CNTN3,0,0,0,0,8.75,0.065948146,0.021982715
BRD1,0,0,0,0,8.75,0.065948146,0.021982715
SLF2,0,0,0,0,8.75,0.065948146,0.021982715
UGT1B5,0,0,0,0,8.75,0.065948146,0.021982715
HSD3B6,0,0,0,0,8.75,0.065948146,0.021982715
SPRR1B,0,0,0,0,8.75,0.065948146,0.021982715
POGLUT3,0,0,0,0,8.75,0.065948146,0.021982715
ZMIZ2,0,0,0,0,8.75,0.065948146,0.021982715
SLC35D1B,0,0,0,0,8.75,0.065948146,0.021982715
lnc-KDM5D-4,0,0,6.54,0.065920774,0,0,0.021973591
TPSAB1,0,0,1.99,0.020058462,6.08,0.04582454,0.021961001
MMP23A,0,0,0,0,8.74,0.065872777,0.021957592
FRS2,0,0,0,0,8.74,0.065872777,0.021957592
LHX9,0,0,0,0,8.74,0.065872777,0.021957592
SIN3B,0,0,0,0,8.74,0.065872777,0.021957592
PNMA8B,0,0,0,0,8.74,0.065872777,0.021957592
ADGRA2,0,0,0,0,8.74,0.065872777,0.021957592
ARHGAP21,0,0,0,0,8.74,0.065872777,0.021957592
SLAMF9,0,0,0,0,8.74,0.065872777,0.021957592
BTBD3,0,0,0,0,8.74,0.065872777,0.021957592
BGLAP2,0,0,0,0,8.74,0.065872777,0.021957592
COG3,0,0,0,0,8.74,0.065872777,0.021957592
ISOC2B,0,0,0,0,8.74,0.065872777,0.021957592
STARD10,0,0,0,0,8.74,0.065872777,0.021957592
MAGEB4,0,0,0,0,8.74,0.065872777,0.021957592
FRRS1,0,0,0,0,8.74,0.065872777,0.021957592
RBM44,0,0,0.26,0.002620704,8.39,0.063234851,0.021951852
ADH1A,0.01,0.014285714,0,0,6.84,0.051552608,0.021946107
RBP5,0,0,3.63,0.036589054,3.88,0.029243292,0.021944115
TMEM87B,0,0,1.87,0.018848906,6.23,0.04695508,0.021934662
ZFP385C,0,0,0,0,8.73,0.065797407,0.021932469
PDK3,0,0,0,0,8.73,0.065797407,0.021932469
SEPTIN3,0,0,0,0,8.73,0.065797407,0.021932469
DCUN1D1,0,0,0,0,8.73,0.065797407,0.021932469
MEGF9,0,0,0,0,8.73,0.065797407,0.021932469
NGLY1,0,0,0,0,8.73,0.065797407,0.021932469
ATG16L2,0,0,0,0,8.73,0.065797407,0.021932469
RILP,0,0,0,0,8.73,0.065797407,0.021932469
ARHGAP27,0,0,0,0,8.73,0.065797407,0.021932469
PRRC1,0,0,0,0,8.73,0.065797407,0.021932469
ST6GALNAC3,0,0,0,0,8.73,0.065797407,0.021932469
CD209A,0,0,0,0,8.73,0.065797407,0.021932469
MTRNR2L2,0,0,0,0,8.72,0.065722038,0.021907346
YLPM1,0,0,0,0,8.72,0.065722038,0.021907346
RPLP2-PS1,0,0,0,0,8.72,0.065722038,0.021907346
SPATA6,0,0,0,0,8.72,0.065722038,0.021907346
MAP4K3,0,0,0,0,8.72,0.065722038,0.021907346
ARMC8,0,0,0,0,8.72,0.065722038,0.021907346
MYH9A,0,0,0,0,8.72,0.065722038,0.021907346
ELOB,0,0,0,0,8.72,0.065722038,0.021907346
OR52A1,0,0,0,0,8.72,0.065722038,0.021907346
MIR686,0,0,0,0,8.72,0.065722038,0.021907346
DMRTC1C2,0,0,0,0,8.72,0.065722038,0.021907346
ARL6IP5A,0,0,0,0,8.72,0.065722038,0.021907346
RPS15A-PS6,0,0,0,0,8.72,0.065722038,0.021907346
MGAT1A,0,0,0,0,8.72,0.065722038,0.021907346
MICALL2B,0,0,0,0,8.72,0.065722038,0.021907346
ACNAT1,0,0,0,0,8.72,0.065722038,0.021907346
PCDH10A,0,0,0,0,8.72,0.065722038,0.021907346
H2AC24,0,0,0,0,8.72,0.065722038,0.021907346
ACY3.1,0,0,0,0,8.72,0.065722038,0.021907346
EFEMP2B,0,0,0,0,8.72,0.065722038,0.021907346
TMEM119,0,0,0,0,8.72,0.065722038,0.021907346
PPP1R14AA,0,0,0,0,8.72,0.065722038,0.021907346
TSPAN7B,0,0,0,0,8.72,0.065722038,0.021907346
DLX5A,0,0,0,0,8.72,0.065722038,0.021907346
MIR1B,0,0,0,0,8.72,0.065722038,0.021907346
CD99P1,0,0,0,0,8.72,0.065722038,0.021907346
HER1,0,0,0,0,8.72,0.065722038,0.021907346
HOXB8B,0,0,0,0,8.72,0.065722038,0.021907346
INSRA,0,0,0,0,8.72,0.065722038,0.021907346
MIR495,0,0,3.15,0.031750832,4.5,0.033916189,0.021889007
MARF1,0,0,0,0,8.71,0.065646669,0.021882223
ZNF135,0,0,0,0,8.71,0.065646669,0.021882223
SNAR-B2,0,0,0,0,8.71,0.065646669,0.021882223
MPHOSPH8,0,0,0,0,8.71,0.065646669,0.021882223
LHX4-AS1,0,0,0,0,8.71,0.065646669,0.021882223
DOCK3,0,0,0,0,8.71,0.065646669,0.021882223
MORG1,0,0,0,0,8.71,0.065646669,0.021882223
RABGAP1,0,0,0,0,8.71,0.065646669,0.021882223
GSTM7,0,0,0,0,8.71,0.065646669,0.021882223
OR14J1,0,0,0,0,8.71,0.065646669,0.021882223
MTERF2,0,0,0,0,8.71,0.065646669,0.021882223
ITFG1,0,0,0,0,8.71,0.065646669,0.021882223
CYP21A1,0,0,0,0,8.71,0.065646669,0.021882223
DBIL5P,0,0,0,0,8.71,0.065646669,0.021882223
LUZP6,0,0,0,0,8.71,0.065646669,0.021882223
CBWD1,0,0,1.36,0.013708296,6.89,0.051929454,0.02187925
ADAMTS20,0,0,2.49,0.025098276,5.37,0.040473319,0.021857198
TNFB,0,0,0,0,8.7,0.065571299,0.0218571
FAM120A,0,0,0,0,8.7,0.065571299,0.0218571
STXBP3,0,0,0,0,8.7,0.065571299,0.0218571
RAB39B,0,0,0,0,8.7,0.065571299,0.0218571
UNC119,0,0,0,0,8.7,0.065571299,0.0218571
RPRD1A,0,0,0,0,8.69,0.06549593,0.021831977
OLR1413,0,0,0,0,8.69,0.06549593,0.021831977
SNX4,0,0,0,0,8.69,0.06549593,0.021831977
PGR15L,0,0,0,0,8.69,0.06549593,0.021831977
GLT6D1,0,0,0,0,8.69,0.06549593,0.021831977
STX17,0,0,0,0,8.69,0.06549593,0.021831977
PFN3,0,0,1.6,0.016127407,6.55,0.049366898,0.021831435
ZNF318,0,0,1.45,0.014615462,6.75,0.050874284,0.021829915
GFUS,0,0,0,0,8.68,0.065420561,0.021806854
TINAG,0,0,0,0,8.68,0.065420561,0.021806854
METAP1,0,0,0,0,8.68,0.065420561,0.021806854
DOK5,0,0,0,0,8.68,0.065420561,0.021806854
ROMO1,0,0,0,0,8.68,0.065420561,0.021806854
IL22RA1,0,0,0,0,8.68,0.065420561,0.021806854
IGLJ3,0,0,0,0,8.68,0.065420561,0.021806854
MT1L,0,0,0,0,8.68,0.065420561,0.021806854
DHX36,0,0,1.53,0.015421832,6.63,0.049969852,0.021797228
CYP2P9,0,0,0,0,8.67,0.065345191,0.02178173
CHMP1B,0,0,0,0,8.67,0.065345191,0.02178173
RHOX6,0,0,0,0,8.67,0.065345191,0.02178173
SLC35G6,0,0,0,0,8.67,0.065345191,0.02178173
ZNF683,0,0,0,0,8.67,0.065345191,0.02178173
F13A1A.1,0,0,0,0,8.67,0.065345191,0.02178173
SYN2B,0,0,0,0,8.67,0.065345191,0.02178173
OLR1064,0,0,0,0,8.67,0.065345191,0.02178173
PATZ1,0,0,0,0,8.67,0.065345191,0.02178173
ZXDC,0,0,0,0,8.67,0.065345191,0.02178173
ZKSCAN6,0,0,0,0,8.67,0.065345191,0.02178173
TAAR3,0,0,0,0,8.67,0.065345191,0.02178173
OLR183,0,0,0,0,8.67,0.065345191,0.02178173
H1-4,0,0,0,0,8.67,0.065345191,0.02178173
RBM43,0,0,0,0,8.67,0.065345191,0.02178173
MYCLB,0,0,0,0,8.67,0.065345191,0.02178173
MAP3K13,0,0,0,0,8.67,0.065345191,0.02178173
COPG2,0,0,0,0,8.67,0.065345191,0.02178173
SPANXA1,0,0,0,0,8.67,0.065345191,0.02178173
CTXN1,0,0,0,0,8.67,0.065345191,0.02178173
OLR1364,0,0,0,0,8.67,0.065345191,0.02178173
PKMB,0,0,0,0,8.67,0.065345191,0.02178173
OLR544,0,0,0,0,8.67,0.065345191,0.02178173
CEP295NL,0,0,0,0,8.67,0.065345191,0.02178173
LDB2A,0,0,0,0,8.67,0.065345191,0.02178173
RGD1307947,0,0,0,0,8.67,0.065345191,0.02178173
MIR564,0,0,0,0,8.67,0.065345191,0.02178173
SNAI1B,0,0,0,0,8.67,0.065345191,0.02178173
HPXB,0,0,0,0,8.67,0.065345191,0.02178173
RPP40,0,0,0,0,8.67,0.065345191,0.02178173
SNORA16A,0,0,0,0,8.67,0.065345191,0.02178173
TRAF4A,0,0,0,0,8.67,0.065345191,0.02178173
SMR2,0,0,0,0,8.67,0.065345191,0.02178173
TSSK1,0,0,0,0,8.67,0.065345191,0.02178173
TGFBR1A,0,0,0,0,8.67,0.065345191,0.02178173
PHF3,0,0,0,0,8.67,0.065345191,0.02178173
MIR563,0,0,0,0,8.67,0.065345191,0.02178173
OLR1058,0,0,0,0,8.67,0.065345191,0.02178173
ZHX1,0,0,0,0,8.67,0.065345191,0.02178173
MIR448,0,0,0.5,0.005039815,8,0.060295448,0.021778421
OLFR1243,0,0,0,0,8.66,0.065269822,0.021756607
OLFR61,0,0,0,0,8.66,0.065269822,0.021756607
OLFR691,0,0,0,0,8.66,0.065269822,0.021756607
CTAGE5,0,0,0,0,8.66,0.065269822,0.021756607
FAM24A,0,0,0,0,8.66,0.065269822,0.021756607
OLFR502,0,0,0,0,8.66,0.065269822,0.021756607
SEPT5B,0,0,0,0,8.66,0.065269822,0.021756607
CEACAM9,0,0,0,0,8.66,0.065269822,0.021756607
VMN1R89,0,0,0,0,8.66,0.065269822,0.021756607
TMED11,0,0,0,0,8.66,0.065269822,0.021756607
OLFR887,0,0,0,0,8.66,0.065269822,0.021756607
DEFB36,0,0,0,0,8.66,0.065269822,0.021756607
PRAMEL5,0,0,0,0,8.66,0.065269822,0.021756607
SPAG11A,0,0,0,0,8.66,0.065269822,0.021756607
OLFR424,0,0,0,0,8.66,0.065269822,0.021756607
MTERF1B,0,0,0,0,8.66,0.065269822,0.021756607
OLFR843,0,0,0,0,8.66,0.065269822,0.021756607
OR9Q1,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1388,0,0,0,0,8.66,0.065269822,0.021756607
CKBA,0,0,0,0,8.66,0.065269822,0.021756607
LOXL2A,0,0,0,0,8.66,0.065269822,0.021756607
OLFR818,0,0,0,0,8.66,0.065269822,0.021756607
OLFR826,0,0,0,0,8.66,0.065269822,0.021756607
CST10,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1217,0,0,0,0,8.66,0.065269822,0.021756607
WIPI2,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1148,0,0,0,0,8.66,0.065269822,0.021756607
SYNB,0,0,0,0,8.66,0.065269822,0.021756607
MAGEA5,0,0,0,0,8.66,0.065269822,0.021756607
OLFR888,0,0,0,0,8.66,0.065269822,0.021756607
C7B,0,0,0,0,8.66,0.065269822,0.021756607
DCHS1,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1276,0,0,0,0,8.66,0.065269822,0.021756607
OLFR385,0,0,0,0,8.66,0.065269822,0.021756607
OLFR550,0,0,0,0,8.66,0.065269822,0.021756607
OLFR609,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1462,0,0,0,0,8.66,0.065269822,0.021756607
VMN1R71,0,0,0,0,8.66,0.065269822,0.021756607
MATN3A,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1303,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1413,0,0,0,0,8.66,0.065269822,0.021756607
SVS2,0,0,0,0,8.66,0.065269822,0.021756607
TAS2R125,0,0,0,0,8.66,0.065269822,0.021756607
GYKL1,0,0,0,0,8.66,0.065269822,0.021756607
OLFR711,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1317,0,0,0,0,8.66,0.065269822,0.021756607
OLFR218,0,0,0,0,8.66,0.065269822,0.021756607
SPINK14,0,0,0,0,8.66,0.065269822,0.021756607
RALA,0,0,0,0,8.66,0.065269822,0.021756607
OLFR849,0,0,0,0,8.66,0.065269822,0.021756607
OLFR435,0,0,0,0,8.66,0.065269822,0.021756607
TCHHL1,0,0,0,0,8.66,0.065269822,0.021756607
OLFR617,0,0,0,0,8.66,0.065269822,0.021756607
OLFR26,0,0,0,0,8.66,0.065269822,0.021756607
ZFP599,0,0,0,0,8.66,0.065269822,0.021756607
OLFR820,0,0,0,0,8.66,0.065269822,0.021756607
OLFR1333,0,0,0,0,8.66,0.065269822,0.021756607
OLFR648,0,0,0,0,8.66,0.065269822,0.021756607
USP9Y,0.01,0.014285714,2.56,0.02580385,3.34,0.025173349,0.021754304
PCARE,0,0,0,0,8.65,0.065194453,0.021731484
UBR3,0,0,0,0,8.65,0.065194453,0.021731484
DAZAP2,0,0,0,0,8.65,0.065194453,0.021731484
GNAT2,0,0,0,0,8.65,0.065194453,0.021731484
HISTH1L1,0,0,0,0,8.65,0.065194453,0.021731484
PDR-1,0,0,0,0,8.65,0.065194453,0.021731484
IPP,0,0,0,0,8.65,0.065194453,0.021731484
CFAP20,0,0,0,0,8.65,0.065194453,0.021731484
ZBTB12,0,0,1.52,0.015321036,6.61,0.049819114,0.021713383
SNORD43,0,0,0,0,8.64,0.065119084,0.021706361
MRE11A,0,0,0,0,8.64,0.065119084,0.021706361
PIRA6,0,0,0,0,8.64,0.065119084,0.021706361
RAD1,0,0,0,0,8.64,0.065119084,0.021706361
ZNF322P1,0,0,0,0,8.64,0.065119084,0.021706361
LCE3E,0,0,0,0,8.64,0.065119084,0.021706361
PLA2G3,0,0,0,0,8.64,0.065119084,0.021706361
TMEM178B,0,0,0,0,8.64,0.065119084,0.021706361
POC5,0,0,2.24,0.022578369,5.64,0.042508291,0.021695553
ZFP287,0,0,0,0,8.63,0.065043714,0.021681238
POGLUT1,0,0,0,0,8.63,0.065043714,0.021681238
GPR142,0,0,0,0,8.63,0.065043714,0.021681238
NEK10,0,0,0,0,8.63,0.065043714,0.021681238
LATS1,0,0,1.83,0.018445721,6.18,0.046578233,0.021674651
PDL1,0,0,0,0,8.62,0.064968345,0.021656115
EWSR1B,0,0,0,0,8.62,0.064968345,0.021656115
TET3,0,0,0,0,8.62,0.064968345,0.021656115
HSP-4,0,0,0,0,8.62,0.064968345,0.021656115
STRAP,0,0,0,0,8.62,0.064968345,0.021656115
H2BC14,0,0,0,0,8.62,0.064968345,0.021656115
ANKRD46,0,0,0,0,8.62,0.064968345,0.021656115
RBM39,0,0,0,0,8.62,0.064968345,0.021656115
CFAP91,0,0,2.07,0.020864832,5.85,0.044091046,0.021651959
ZNF441,0,0,1.74,0.017538555,6.29,0.047407296,0.021648617
FAM117A,0,0,0,0,8.61,0.064892976,0.021630992
SLC35G2,0,0,0,0,8.61,0.064892976,0.021630992
GXYLT1,0,0,0,0,8.61,0.064892976,0.021630992
CD320,0,0,0,0,8.61,0.064892976,0.021630992
SEH1L,0,0,0,0,8.61,0.064892976,0.021630992
IFI47,0,0,0,0,8.61,0.064892976,0.021630992
REXO1L1P,0,0,0,0,8.61,0.064892976,0.021630992
ZFP827,0,0,0,0,8.61,0.064892976,0.021630992
GMPPA,0,0,0,0,8.61,0.064892976,0.021630992
HOXB7,0,0,0,0,8.61,0.064892976,0.021630992
USP17L9P,0,0,0,0,8.61,0.064892976,0.021630992
CCDC71,0,0,1.52,0.015321036,6.57,0.049517636,0.021612891
OR5V1,0,0,0,0,8.6,0.064817606,0.021605869
C6ORF118,0,0,0,0,8.6,0.064817606,0.021605869
C1ORF105,0,0,0,0,8.6,0.064817606,0.021605869
GPR85,0,0,0,0,8.6,0.064817606,0.021605869
GRAMD2A,0,0,0,0,8.6,0.064817606,0.021605869
WFDC11,0,0,0,0,8.6,0.064817606,0.021605869
TERB1,0,0,0,0,8.6,0.064817606,0.021605869
ZNF484,0.01,0.014285714,0,0,6.7,0.050497437,0.021594384
MIR128-2,0,0,4.15,0.041830461,3.04,0.02291227,0.02158091
SNORD47,0,0,0,0,8.59,0.064742237,0.021580746
SCML1,0,0,0,0,8.59,0.064742237,0.021580746
CDK2AP1,0,0,0,0,8.59,0.064742237,0.021580746
UTP14A,0,0,0,0,8.59,0.064742237,0.021580746
NALCN,0,0,0,0,8.59,0.064742237,0.021580746
SASS6,0,0,0,0,8.59,0.064742237,0.021580746
SIPA1,0,0,0,0,8.59,0.064742237,0.021580746
NKX2.5,0,0,0,0,8.59,0.064742237,0.021580746
KRT34,0,0,0,0,8.59,0.064742237,0.021580746
TMCC1-DT,0,0,0,0,8.59,0.064742237,0.021580746
MIR499,0,0,0,0,8.59,0.064742237,0.021580746
GNPAT,0,0,0,0,8.59,0.064742237,0.021580746
SPG20,0,0,0,0,8.59,0.064742237,0.021580746
MEIG1,0,0,0,0,8.59,0.064742237,0.021580746
USP19,0,0,1.42,0.014313073,6.69,0.050422068,0.02157838
GSC2,0,0,0.84,0.008466888,7.46,0.056225505,0.021564131
GOLGB1,0,0,1.96,0.019756073,5.96,0.044920109,0.021558727
BEST1,0.02,0.028571429,0,0,4.79,0.036101899,0.021557776
ZNF337-AS1,0,0,0,0,8.58,0.064666868,0.021555623
FAM151A,0,0,0,0,8.58,0.064666868,0.021555623
PSG9,0,0,0,0,8.58,0.064666868,0.021555623
NECAB2,0,0,0,0,8.58,0.064666868,0.021555623
SUMO2,0,0,0,0,8.58,0.064666868,0.021555623
COPB1,0,0,0,0,8.58,0.064666868,0.021555623
NEK7,0,0,0,0,8.58,0.064666868,0.021555623
GOLGA2,0,0,0,0,8.58,0.064666868,0.021555623
VPS53,0,0,0,0,8.58,0.064666868,0.021555623
PAXIP1-AS2,0,0,0,0,8.58,0.064666868,0.021555623
MAP1S,0,0,1.66,0.016732184,6.35,0.047859512,0.021530565
ZBED5,0,0,0,0,8.57,0.064591498,0.021530499
OR1I1,0,0,0,0,8.57,0.064591498,0.021530499
SIAH1A,0,0,0,0,8.57,0.064591498,0.021530499
STAT5,0,0,0,0,8.57,0.064591498,0.021530499
NAXE,0,0,3.7,0.037294628,3.62,0.02728369,0.021526106
LYSMD4,0,0,1.82,0.018344925,6.13,0.046201387,0.021515437
SNAR-F,0,0,0,0,8.56,0.064516129,0.021505376
BICD2,0,0,0,0,8.56,0.064516129,0.021505376
CLINT1,0,0,0,0,8.56,0.064516129,0.021505376
SLC16A13,0,0,0,0,8.56,0.064516129,0.021505376
PLPBP,0,0,0,0,8.56,0.064516129,0.021505376
TOR2A,0,0,2.34,0.023586332,5.43,0.040925535,0.021503956
ATG9A,0,0,1.08,0.010885999,7.11,0.053587579,0.021491193
REPS2,0,0,0,0,8.55,0.06444076,0.021480253
RAE1,0,0,0,0,8.55,0.06444076,0.021480253
EID1,0,0,0,0,8.55,0.06444076,0.021480253
CRYBG3,0,0,0,0,8.55,0.06444076,0.021480253
SAMD7,0,0,0,0,8.55,0.06444076,0.021480253
CILK1,0,0,0,0,8.55,0.06444076,0.021480253
SNORD95,0,0,0,0,8.55,0.06444076,0.021480253
TMLHE,0,0,0,0,8.55,0.06444076,0.021480253
MIR3178,0,0,0,0,8.55,0.06444076,0.021480253
ZFP36L1A,0,0,0,0,8.55,0.06444076,0.021480253
