num,Database,herb,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,Ingredient_Name
988,TCMID,gancao,,5274591,Exist,+-,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)O)O)OC,,,"DRD4,DRD2","DRD4,DRD2",isoliensinine
989,TCMID,gancao,,12310578,Exist,+-,CN1CCC2=CC(=C3C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(O3)C=C8CCN7C)O4)OC)OC,,,"PDE1A,RAD52","PDE1A,RAD52",isotrilobine
990,TCMID,baishao,,14605198,,+-,CC12C3(CC4C3(C(O1)CC4=O)COC(=O)C5=CC=CC=C5)OC6C(O2)C(C(C(O6)CO)O)O,,,,,lactiflorin
991,TCMID,chaihu,,3893,Exist,+-,CCCCCCCCCCCC(=O)O,,"GPR84,FFAR4,PAFAH1B2,PPARG,PPARA,RXRA,FXN,FFAR1,AR,PPARD","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FXN,FABP4,FFAR1,SLC22A8,FABP3,HMGCR,SLC22A6,PAFAH1B2,TLR2,OXER1,PPARG,PPARA,RXRA,PAM,AR,PPARD,CES1,PLA2G4A,CES2",lauric acid
992,TCMID,fuling,,8194,Exist,+-,CCCCCCCCCCCC=O,,,FAAH,FAAH,lauric aldehyde
993,TCMID,fuling,,3893,Exist,+-,CCCCCCCCCCCC(=O)O,,"GPR84,FFAR4,PAFAH1B2,PPARG,PPARA,RXRA,FXN,FFAR1,AR,PPARD","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FXN,FABP4,FFAR1,SLC22A8,FABP3,HMGCR,SLC22A6,PAFAH1B2,TLR2,OXER1,PPARG,PPARA,RXRA,PAM,AR,PPARD,CES1,PLA2G4A,CES2",lauricacid
994,TCMID,gancao,,NO,,,,,,,,lensinine
995,TCMID,gancao,,NO,,,,,,,,licobenzofuran
996,TCMID,gancao,,5318998,Exist,+-,CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O,,PTPN1,,PTPN1,licochalcone a
997,TCMID,gancao,,NO,,,,,,,,licoisoflavaone
998,TCMID,gancao,,5281789,Exist,--,CC(=CCC1=C(C=CC(=C1O)C2=COC3=CC(=CC(=C3C2=O)O)O)O)C,,,PTPN1,PTPN1,licoisoflavone
999,TCMID,gancao,,480865,Exist,+-,CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C(C(=C3OC)CC=C(C)C)O)OC2)O)C,,ACHE,"PTPN1,TYR","PTPN1,ACHE,TYR",licoricidin
1000,TCMID,chaihu,,NO,,,,,,,,lignocericacid
1001,TCMID,danggui,,NO,,,,,,,,lignocericacid
1002,TCMID,chaihu,,6549,Exist,+-,CC(=CCCC(C)(C=C)O)C,,SENP8,,SENP8,linalool
1003,TCMID,shengjiang,,6549,Exist,+-,CC(=CCCC(C)(C=C)O)C,,SENP8,,SENP8,linalool
1004,TCMID,danggui,,8294,Exist,+-,CC(=CCCC(C)(C=C)OC(=O)C)C,,,,,linalyl acetate
1005,TCMID,chaihu,,5280934,Exist,+-,CCC=CCC=CCC=CCCCCCCCC(=O)O,,"ALDH1A1,KAT2A,MAPT,ALOX15,GLI3,PPARA,CYP19A1,PPARD,POLH,NR3C1,F3,ATG4B,CTSL,GLS,WRN,ID4,FFAR4,PTGS1,ALOX15B,FFAR1,NFE2L2,SIRT5,NR1I2,F7,POLI,POLK,CYP3A4,VDR,PPARG,HSPB1,TP53","FFAR4,PTGS1,PPARG,PPARA,FABP4,FFAR1,PPARD,OXER1,FABP3","ALDH1A1,FABP4,KAT2A,MAPT,ALOX15,FABP3,GLI3,PPARA,CYP19A1,PPARD,POLH,NR3C1,OXER1,F3,ATG4B,CTSL,GLS,WRN,ID4,FFAR4,PTGS1,ALOX15B,FFAR1,NFE2L2,SIRT5,NR1I2,F7,POLI,POLK,CYP3A4,VDR,PPARG,HSPB1,TP53",linolenic acid
1006,TCMID,chaihu,,NO,,,,,,,,linolenicacid
1007,TCMID,chaihu,,21159087,,+-,CCCCCC=CCC=CCCCCCCCCOC(=O)C,,,"FABP3,PPARG,CNR1,OXER1","FABP3,PPARG,CNR1,OXER1",linoleyl acetate
1008,TCMID,chaihu,,289151,Exist,+-,CC1(CCCC2(C3C1C(C2=C)CC3)C)C,,,,,longifolene
1009,TCMID,chaihu,,70698023,,+-,CC1(CCCC23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)C,,,,,longikaurin a
1010,TCMID,chaihu,,12305725,,+-,CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)CO)C,,,"PTPN1,AKR1B10,POLB,PTPN2,CES2,PTPN6,F3,CD81,GPBAR1","PTPN1,AKR1B10,POLB,CES2,PTPN2,PTPN6,F3,CD81,GPBAR1",longispinogenin
1011,TCMID,danggui,,342,Exist,++,CC1=CC(=CC=C1)O,,"NFE2L2,ACHE",ACHE,"NFE2L2,ACHE",m-cresol
1012,TCMID,chaihu,,27867,Exist,+-,CC1CCC(C(C1)OC(=O)C)C(C)C,,,,,menthyl acetate
1013,TCMID,bohe,,27867,Exist,+-,CC1CCC(C(C1)OC(=O)C)C(C)C,,,,,menthyl acetate
1014,TCMID,gancao,,NO,,,,,,,,methyl 3-o-beta-d-glucopyranosyl polygalacate
1015,TCMID,shengjiang,,NO,,,,,,,,"methyl guaia-1(10),11-dien-15-carboxylate"
1016,TCMID,shengjiang,,NO,,,,,,,,methyl hexadecanate
1017,TCMID,gancao,,5284421,Exist,+-,CCCCCC=CCC=CCCCCCCCC(=O)OC,,"RARA,AR,NR3C1,HSPB1,NR1I2,GLI3","FFAR4,CNR1,ALOX5,PPARG,PPARA,CNR2,TRPV1,EPHX2,OXER1,FABP3,FAAH","RARA,FFAR4,ALOX5,CNR2,TRPV1,EPHX2,NR1I2,FABP3,GLI3,OXER1,CNR1,PPARG,PPARA,AR,NR3C1,HSPB1,FAAH",methyl linoleate
1018,TCMID,chaihu,,8181,Exist,+-,CCCCCCCCCCCCCCCC(=O)OC,,,"CA7,POLA1,CA14,POLB,PAM,FAAH","CA7,POLA1,POLB,PAM,CA14,FAAH",methyl palmitate
1019,TCMID,danggui,,12101,Exist,+-,CCC1=CC(=CC=C1)O,,,,,m-ethylphenol
1020,TCMID,chaihu,,31253,Exist,+-,CC(=CCCC(=C)C=C)C,,"HSPB1,NR1I3",,"HSPB1,NR1I3",myrcene
1021,TCMID,bohe,,31253,Exist,+-,CC(=CCCC(=C)C=C)C,,"HSPB1,NR1I3",,"HSPB1,NR1I3",myrcene
1022,TCMID,danggui,,NO,,,,,,,,myristicacid
1023,TCMID,danggui,,4276,Exist,+-,COC1=CC(=CC2=C1OCO2)CC=C,,"NR1I2,CYP3A4,CCR3",,"NR1I2,CYP3A4,CCR3",myristicin
1024,TCMID,danggui,,NO,,,,,,,,naphthalene1
1025,TCMID,gancao,,131802,,+-,CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C,,,,,neohancoside a
1026,TCMID,shengjiang,,643820,Exist,+-,CC(=CCCC(=CCO)C)C,,NR1I2,SQLE,"NR1I2,SQLE",nerol
1027,TCMID,chaihu,,8914,Exist,+-,CCCCCCCCCO,,,,,n-nonanol
1028,TCMID,shengjiang,,8914,Exist,+-,CCCCCCCCCO,,,,,n-nonanol
1029,TCMID,danggui,,31289,Exist,+-,CCCCCCCCC=O,,,FAAH,FAAH,nonanal
1030,TCMID,chaihu,,8158,Exist,+-,CCCCCCCCC(=O)O,,"ACHE,ESRRA","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,ACHE,SLC22A8,FABP3,HMGCR,SLC22A6,ESRRA,TLR2,OXER1,PPARG,PAM,PPARA,PPARD,CES1,PLA2G4A,CES2",nonanoic acid
1031,TCMID,shengjiang,,8158,Exist,+-,CCCCCCCCC(=O)O,,"ACHE,ESRRA","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,ACHE,SLC22A8,FABP3,HMGCR,SLC22A6,ESRRA,TLR2,OXER1,PPARG,PAM,PPARA,PPARD,CES1,PLA2G4A,CES2",nonanoic acid
1032,TCMID,chaihu,,8158,Exist,+-,CCCCCCCCC(=O)O,,"ACHE,ESRRA","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,ACHE,SLC22A8,FABP3,HMGCR,SLC22A6,ESRRA,TLR2,OXER1,PPARG,PAM,PPARA,PPARD,CES1,PLA2G4A,CES2",nonanoicacid
1033,TCMID,chaihu,,1268142,Exist,+-,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C,,"AR,CYP19A1",,"AR,CYP19A1",nootkatone
1034,TCMID,fuling,,NO,,,,,,,,o-acetylpachymic acid-25-ol
1035,TCMID,shengjiang,,454,Exist,+-,CCCCCCCC=O,,,FAAH,FAAH,octanal
1036,TCMID,chaihu,,379,Exist,+-,CCCCCCCC(=O)O,,"SLC22A6,ESRRA,TSHR,SLC22A8,NR0B1,ESR1","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,ESR1,HMGCR,SLC22A6,ESRRA,TLR2,OXER1,TSHR,PPARG,PAM,PPARA,PPARD,NR0B1,CES1,PLA2G4A,CES2",octanoic acid
1037,TCMID,shengjiang,,379,Exist,+-,CCCCCCCC(=O)O,,"SLC22A6,ESRRA,TSHR,SLC22A8,NR0B1,ESR1","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,ESR1,HMGCR,SLC22A6,ESRRA,TLR2,OXER1,TSHR,PPARG,PAM,PPARA,PPARD,NR0B1,CES1,PLA2G4A,CES2",octanoic acid
1038,TCMID,baishao,,21631105,,+-,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=C(C=C5)O)OC6C(C(C(C(O6)CO)O)O)O)O,,,,,oxypaeoniflorin
1039,TCMID,baishao,,160544,Exist,++,CC1(C(O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C,,AHR,"KCNA3,KCNA5","AHR,KCNA3,KCNA5",oxypeucedanin
1040,TCMID,baishao,,442534,Exist,+-,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O,,,,,paeoniflorin
1041,TCMID,baishao,,159514,,+-,COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O.[Cl-],,,,,paeonin
1042,TCMID,chaihu,,985,Exist,+-,CCCCCCCCCCCCCCCC(=O)O,,"TLR2,FABP5,PPARG,PPARA,FABP4,FFAR1,PPARD,FABP2,FABP3,ESR1","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FABP5,FFAR4,FABP4,FFAR1,SLC22A8,FABP3,ESR1,TLR2,HMGCR,SLC22A6,OXER1,PPARG,PPARA,PAM,PPARD,FABP2,CES1,PLA2G4A,CES2",palmitic acid
1043,TCMID,danggui,,985,Exist,+-,CCCCCCCCCCCCCCCC(=O)O,,"TLR2,FABP5,PPARG,PPARA,FABP4,FFAR1,PPARD,FABP2,FABP3,ESR1","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FABP5,FFAR4,FABP4,FFAR1,SLC22A8,FABP3,ESR1,TLR2,HMGCR,SLC22A6,OXER1,PPARG,PPARA,PAM,PPARD,FABP2,CES1,PLA2G4A,CES2",palmitic acid
1044,TCMID,shengjiang,,442980,Exist,+-,CC1C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)NC)C)C(=O)O1,,,,,paravallarine
1045,TCMID,danggui,,2879,Exist,+-,CC1=CC=C(C=C1)O,,"RXRA,ESR1,ACHE","ACHE,CYP1A2,CA3,ESR1,CA12","RXRA,ACHE,CYP1A2,CA3,ESR1,CA12",p-cresol
1046,TCMID,chaihu,,6276,Exist,+-,CCCCCO,,,,,pentanol
1047,TCMID,shengjiang,,NO,,,,,,,,perilal
1048,TCMID,danggui,,31242,Exist,+-,CCC1=CC=C(C=C1)O,,,"ESR1,ESR2","ESR1,ESR2",p-ethylphenol
1049,TCMID,chaihu,,NO,,,,,,,,petroselaidicacid
1050,TCMID,chaihu,,NO,,,,,,,,petroselinicacid
1051,TCMID,gancao,,162412,Exist,+-,CC1(C=CC2=C(O1)C=CC(=C2O)C3CC4=C(C=C(C=C4)O)OC3)C,,,TYR,TYR,phaseollinisoflavan
1052,TCMID,baishao,,996,Exist,+-,C1=CC=C(C=C1)O,,"CA4,NFE2L2,RXRA,CA1,CA14,CA2,CA3,CA9,CA12","CA4,CA2,CA3,CA9,CA12","CA12,CA4,RXRA,CA14,CA3,CA2,CA1,CA9,NFE2L2",phenol
1053,TCMID,chaihu,,996,Exist,+-,C1=CC=C(C=C1)O,,"CA4,NFE2L2,RXRA,CA1,CA14,CA2,CA3,CA9,CA12","CA4,CA2,CA3,CA9,CA12","CA12,CA4,RXRA,CA14,CA3,CA2,CA1,CA9,NFE2L2",phenol
1054,TCMID,danggui,,996,Exist,+-,C1=CC=C(C=C1)O,,"CA4,NFE2L2,RXRA,CA1,CA14,CA2,CA3,CA9,CA12","CA4,CA2,CA3,CA9,CA12","CA12,CA4,RXRA,CA14,CA3,CA2,CA1,CA9,NFE2L2",phenol
1055,TCMID,bohe,,6140,Exist,-+,C1=CC=C(C=C1)CC(C(=O)O)N,,"CA7,CA4,NFE2L2,CA14,CA3,CA6,CA2,SLC7A5,GPR139,CA1,CA9,CA5A,CA5B,ESR1,CA12","PTPN1,PPARG,SLC7A5,SLC15A1","CA14,CA6,SLC7A5,CA1,CA3,CA9,CA5A,NFE2L2,ESR1,CA12,CA7,PTPN1,CA4,PPARG,CA2,GPR139,CA5B,SLC15A1",phenylalanine
1056,TCMID,fuling,,601829,,+-,COC1C2=C(C=CC3=C2OCO3)C4C(O1)C5=CC(=C(C=C5CCN4)OC)O,,,,,porphyroxine
1057,TCMID,chaihu,,10672073,Exist,+-,CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)CO)C)C(=O)O,,,"AKR1B10,GPBAR1","AKR1B10,GPBAR1",pulsatillic acid
1058,TCMID,baishao,,5281045,,+-,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C,,,,,pyrethrin i
1059,TCMID,baishao,,5281555,Exist,+-,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C,,,,,pyrethrin ii
1060,TCMID,danggui,,445354,Exist,+-,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,,"RBP4,RARA,NR1I3,NR2C2,ALDH1A1,MAPT,HTT,NFE2L2,SIRT5,NR1I2,CXCL8,GLI3,ESR1,GRK2,TDP1,PPARG,CYP19A1,RXRA,ESR2,AR,KCNH2,UCHL5,NR3C1,HSPB1","RXRB,RBP4,RARA,RORB,RXRG,RARG,RXRA,RORA,RARB","RBP4,RARA,NR1I3,NR2C2,RORB,RXRG,ALDH1A1,RORA,MAPT,RARB,HTT,SIRT5,NFE2L2,NR1I2,CXCL8,GLI3,ESR1,GRK2,TDP1,RXRB,PPARG,CYP19A1,RXRA,ESR2,RARG,AR,KCNH2,UCHL5,NR3C1,HSPB1",retinol
1061,TCMID,bohe,,5281745,,+-,CC=C1CC(C(C(=O)OCC2C(CN3C2C(CC3)OC1=O)O)(C)O)C,,,,,rosmarinine
1062,TCMID,shengjiang,,5144,Exist,+-,C=CCC1=CC2=C(C=C1)OCO2,,"NR1I2,CASP3,CYP1A2,CASP7",CYP1A2,"NR1I2,CASP3,CYP1A2,CASP7",safrole
1063,TCMID,shengjiang,,6442707,,+-,CC=CC#CC#CC#CC=CC(CO)O,,,,,safynol
1064,TCMID,chaihu,,21594254,,+-,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)C)O)C)C,,,,,saikogenin e
1065,TCMID,chaihu,,21594261,Exist,+-,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)CO)O)C)C,,,,,saikogenin f
1066,TCMID,chaihu,,21594258,Exist,+-,CC1(CCC23COC4(C2C1)C=CC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)CO)O)C)C,,,,,saikogenin g
1067,TCMID,chaihu,,9875547,Exist,+-,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC5=C6CC(CCC6(C(CC54C)O)CO)(C)C)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O,,,,,saikosaponin b
1068,TCMID,chaihu,,131801344,,+-,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC4CCC5(C(C4(C)CO)CCC6(C5C=CC78C6(CC(C9(C7CC(CC9)(C)C)CO8)O)C)C)C)O)O)O)CO)O)O)O,,,,,saikosaponin c
1069,TCMID,chaihu,,107793,Exist,+-,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O,,,,,saikosaponin d
1070,TCMID,chaihu,,100962152,,+-,CC1(CCC2(CCC3(C(=C2C1)C=CC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)CO)C,,,,,saikosaponin k
1071,TCMID,chaihu,,185034,,+-,COC1=CC(=C(C=C1)C2=CC3=CC(=C(C=C3O2)OC)O)O,,,,,sainfuran
1072,TCMID,shengjiang,,5281794,Exist,+-,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,,"LTA4H,CYP3A4,ALOX5,CYP2C8,CYP2C19,TRPV1,CYP2C9,HTR1A,CYP1A2,STK33,CYP2B6","CNR2,ALOX5,TRPV1,CNR1","LTA4H,CYP3A4,STK33,CNR1,ALOX5,CYP2C8,CYP2C19,TRPV1,CYP2C9,CNR2,HTR1A,CYP1A2,CYP2B6",shogaol
1073,TCMID,shengjiang,,NO,,,,,,,,shogasulfonicacid b
1074,TCMID,shengjiang,,NO,,,,,,,,shogasulfonicacid c
1075,TCMID,bohe,,92231,Exist,+-,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,,,,,spathulenol
1076,TCMID,chaihu,,5281,Exist,+-,CCCCCCCCCCCCCCCCCC(=O)O,,"PPARG,PPARA,ESR2,PPARD,ESR1","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,ESR1,HMGCR,SLC22A6,TLR2,OXER1,PPARG,PPARA,PAM,ESR2,PPARD,CES1,PLA2G4A,CES2",stearic acid
1077,TCMID,chaihu,,NO,,,,,,,,stearicacid
1078,TCMID,chaihu,,11146,,+-,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,,,"LPAR1,TLR2,PRKCE,PRKCA,ENPP2,LPAR3,FABP3","LPAR3,LPAR1,TLR2,PRKCE,PRKCA,ENPP2,FABP3",stearin
1079,TCMID,chaihu,,5280794,Exist,+-,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,POLB,"NR1H3,POLA1,NR1H2,ESR2,SRD5A2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1","NR1H3,POLA1,POLB,NR1H2,SRD5A2,ESR2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1",stigmasterol
1080,TCMID,danggui,,5280794,Exist,+-,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,POLB,"NR1H3,POLA1,NR1H2,ESR2,SRD5A2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1","NR1H3,POLA1,POLB,NR1H2,SRD5A2,ESR2,SHBG,AR,SREBF2,NPC1L1,ESR1,CYP17A1",stigmasterol
1081,TCMID,chaihu,,NO,,,,,,,,stigmasterol-beta-d-glucoside
1082,TCMID,danggui,,NO,,,,,,,,stigmasterol-beta-d-glucoside
1083,TCMID,danggui,,15056831,Exist,+-,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)C=CC5=CC(=C(C=C5)O)OC)C)C)C(C)C,,,POLA1,POLA1,stigmasteryl ferulate
1084,TCMID,danggui,,132350840,,+-,COC1=C(C=C(C=C1)CC2COC(=O)C2=CC3=CC4=C(C=C3)OCO4)OC,,,,,suchilactone
1085,TCMID,baizhu,,94225,,+-,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CCC4(C3=CCC5(C4CC(CC5)(C)C)C)C)C)C,,,PTPN1,PTPN1,Taraxerol acetate
1086,TCMID,shengjiang,,11230,Exist,++,CC1=CCC(CC1)(C(C)C)O,,,,,terpinen-4-ol
1087,TCMID,shengjiang,,NO,,,,,,,,terpinyl acetate
1088,TCMID,gancao,,159809,Exist,+-,CC1C2=C(CCN1)C3=C(N2)C=C(C=C3)OC,,"TDP1,RUNX1,PSMD14,PREPL,HOXA9,TRA,CBFB,MLLT3,MAP4K2",HTR7,"TDP1,RUNX1,PSMD14,PREPL,HOXA9,TRA,CBFB,MLLT3,HTR7,MAP4K2",tetrahydroharmine
1089,TCMID,gancao,,5417,Exist,+-,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,,"F3,SIGMAR1","DRD1,DRD2,DRD3,DRD4,DRD5,ADRA1A,SIGMAR1,HTR1A,F3","DRD1,DRD2,DRD3,DRD4,DRD5,ADRA1A,SIGMAR1,HTR1A,F3",tetrahydropalmatine
1090,TCMID,chaihu,,12530,Exist,+-,CCCCCCCCCCCCC(=O)O,,"PPARD,RXRA,GLI3","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,GLI3,HMGCR,SLC22A6,TLR2,OXER1,PPARG,RXRA,PAM,PPARA,PPARD,CES1,PLA2G4A,CES2",tridecanoic acid
1091,TCMID,fuling,,5460935,,+-,C(C1C(C(C(C(O1)OC(C(C(CO)O)O)C(=O)CO)O)O)O)O,,,,,turanose
1092,TCMID,fuling,,15448,,+-,CCCCCCCCCC(C)O,,,SPHK1,SPHK1,undecan-2-ol
1093,TCMID,chaihu,,8180,Exist,+-,CCCCCCCCCCC(=O)O,,"GPR84,AR,RXRA","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,HMGCR,SLC22A6,TLR2,OXER1,PPARG,RXRA,PAM,PPARA,AR,PPARD,CES1,PLA2G4A,CES2",undecanoic acid
1094,TCMID,fuling,,8180,Exist,+-,CCCCCCCCCCC(=O)O,,"GPR84,AR,RXRA","GPR84,HMGCR,SLC22A6,FFAR4,TLR2,PPARG,PAM,FABP4,PPARA,CES1,PPARD,SLC22A8,OXER1,FABP3,PLA2G4A,CES2","GPR84,FFAR4,FABP4,SLC22A8,FABP3,HMGCR,SLC22A6,TLR2,OXER1,PPARG,RXRA,PAM,PPARA,AR,PPARD,CES1,PLA2G4A,CES2",undecanoicacid
1095,TCMID,gancao,,11783899,,+-,CC(=CCC1=C(C=C(C=C1OCC=C(C)C)O)CCC2=CC(=C(C=C2)O)O)C,,,,,uralstilbene
1096,TCMID,danggui,,6029,Exist,+-,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,,"DNMT1,SLC28A2,SLC28A3,SLC28A1,CDA","OGT,P2RY14,P2RY2,P2RY4,P2RY6,GPR17","OGT,DNMT1,SLC28A2,P2RY14,SLC28A3,SLC28A1,P2RY2,P2RY4,P2RY6,GPR17,CDA",uridine
1097,TCMID,danggui,,6042,Exist,+-,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-],,NFE2L2,TKT,"NFE2L2,TKT",vitamin b1
1098,TCMID,danggui,,5311498,Exist,+-,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3],,ABCB1,,ABCB1,vitamin b12
1099,TCMID,danggui,,12358696,,+-,CC(C)N(C(C)C)C(C(=O)OCC(C(C(C(C(=O)O)O)O)O)O)N(C(C)C)C(C)C,,,,,vitamin b15
1100,TCMID,shengjiang,,31211,Exist,+-,CC(=O)CCC1=CC(=C(C=C1)O)OC,,"NFKBIA,SMAD2,JUN","MTNR1B,ALOX5,MTNR1A,TRPV1,MAOA,TAAR1","MTNR1B,ALOX5,NFKBIA,MTNR1A,SMAD2,JUN,TRPV1,MAOA,TAAR1",zingerone
1101,TCMID,shengjiang,,92776,,+-,CC1=CCC(C=C1)C(C)CCC=C(C)C,,,,,zingiberene
1102,TCMID,shengjiang,,5317270,,++,CC12CCCC(=C)C1CC(CC2)C(C)(C)O,,,,,zingiberol
1103,TCMID,shengjiang,,NO,,,,,,,,z-nerolidol
1104,TCMID,shengjiang,,3083781,,+-,CC1CCC2C(C3C(CN2C1)C4CC56C(C4(C(C3O)O)O)CCC7C5(CCC(C7(O6)O)OC(=O)C)C)(C)O,,,,,zygacine
1105,TCMID,danggui,,5316209,,+-,CC1CCC(C12CCC(=CC2)C)C(=C)C,,,,,beta-acoradiene
1106,TCMID,shengjiang,,5320250,,+-,CC(=CCC=C(C)C=C)C,,,,,beta-cis-ocimene
