Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
FAM180A,0,0,0,0,5.53,0.026845963,0.008948654
XRCC6P1,0,0,0,0,3.42,0.016602748,0.005534249
FADS1,0,0,0.09,0.000675017,27.52,0.133598718,0.044757912
ADAM4,0,0,0,0,2.43,0.011796689,0.00393223
CLK3,0,0,0.96,0.00720018,10.8,0.05242973,0.019876637
CYP2A6,0,0,0.74,0.005550139,7.37,0.035778436,0.013776192
CYP2AD3,0,0,0,0,3.39,0.01645711,0.005485703
RASL11A,0,0,0,0,13.64,0.066216807,0.022072269
ASAH2,0,0,1.59,0.011925298,7.29,0.035390067,0.015771788
SPP-23,0,0,0,0,3.32,0.016117287,0.005372429
IQCD,0,0,0.29,0.002175054,16.93,0.082188456,0.02812117
DIAPH2,0,0,0,0,4.45,0.02160299,0.007200997
CDK11A,0,0,0,0,2.84,0.013787077,0.004595692
C19ORF18,0,0,0,0,6.6,0.03204039,0.01068013
KCNMB1,0,0,0,0,2.79,0.013544347,0.004514782
P2RY14,0,0,0,0,10.96,0.053206466,0.017735489
TMEM121,0,0,0,0,5.41,0.026263411,0.00875447
C1ORF162,0,0,0,0,6.27,0.030438371,0.010146124
ZMYM4,0,0,0,0,2.09,0.010146124,0.003382041
piR-50196,0,0,0.69,0.005175129,0,0,0.001725043
MAP7D2,0,0,0,0,2.23,0.010825768,0.003608589
MIR195A,0,0,0,0,8.48,0.041167047,0.013722349
CES1F,0,0,0,0,7.81,0.037914462,0.012638154
TRIM56,0,0,0.69,0.005175129,5.69,0.0276227,0.01093261
CEP89,0,0,0,0,5.19,0.025195398,0.008398466
GKAP1,0,0,0,0,10.69,0.051895723,0.017298574
SNORD59A,0,0,0,0,3.23,0.015680373,0.005226791
TEX26,0,0,0,0,7.07,0.034322054,0.011440685
CRYGN,0,0,0,0,9.75,0.047332395,0.015777465
CDHR4,0,0,0,0,2.31,0.011214137,0.003738046
LRRC18,0,0,0,0,10.85,0.05267246,0.017557487
GINS4,0,0,0,0,7.74,0.03757464,0.01252488
SNORD17,0,0,0.69,0.005175129,0,0,0.001725043
C6ORF15,0,0,0,0,7.46,0.03621535,0.012071783
ABCC12,0,0,0,0,2.12,0.010291762,0.003430587
ENSG00000285784,0,0,0.69,0.005175129,0,0,0.001725043
PSMB5,0,0,1.09,0.008175204,14.49,0.070343221,0.026172808
BCO2,0,0,0,0,10.43,0.050633526,0.016877842
MYO7A,0,0,0,0,10.37,0.05034225,0.01678075
OR10G2,0,0,0,0,8.16,0.039613573,0.013204524
CRYBB1L1,0,0,0,0,3.48,0.016894024,0.005631341
FAM223A,0,0,0,0,3.39,0.01645711,0.005485703
TMEM168,0,0,0,0,16.48,0.080003884,0.026667961
BRMS1L,0,0,0,0,4.95,0.024030293,0.008010098
ZNF695,0,0,0,0,6.13,0.029758726,0.009919575
ZNF358,0,0,0,0,6.84,0.033205495,0.011068498
NFE2,0,0,0,0,6.77,0.032865673,0.010955224
OLR1509,0,0,0,0,3.53,0.017136754,0.005712251
TMEM31,0,0,0,0,2.99,0.014515268,0.004838423
TBC1D15,0,0,1.73,0.012975324,20.9,0.101461236,0.03814552
MYADM,0,0,0,0,9.27,0.045002185,0.015000728
BIRC2,0,0,0.36,0.002700068,27.16,0.131851061,0.044850376
SNORD111B,0,0,0.69,0.005175129,0,0,0.001725043
ATP1A1A.3,0,0,0,0,3.89,0.018884412,0.006294804
RTRAF,0,0,0.82,0.006150154,9.29,0.045099277,0.017083144
LSM5,0,0,0.09,0.000675017,25.35,0.123064226,0.041246414
MVL,0,0,0,0,15.65,0.075974562,0.025324854
RBKS,0,0,0,0,10.84,0.052623914,0.017541305
VPS4B,0,0,0,0,15.56,0.075537647,0.025179216
FAM83F,0,0,0,0,5.61,0.027234332,0.009078111
AG5R2,0,0,0,0,3.5,0.016991116,0.005663705
TPTE2P3,0,0,0.69,0.005175129,0,0,0.001725043
CCT8L1,0,0,0,0,8.32,0.04039031,0.013463437
RPS16,0,0,0.94,0.007050176,12.98,0.063012768,0.023354315
SEMA5B,0,0,0,0,10.84,0.052623914,0.017541305
CYP11B2,0,0,1.05,0.007875197,3.6,0.017476577,0.008450591
HAUS6,0,0,0.38,0.002850071,8.28,0.040196126,0.014348732
H3-3A,0,0,0.74,0.005550139,9.44,0.045827467,0.017125869
MUP3,0,0,0,0,19.36,0.093985145,0.031328382
DOP-3,0,0,0,0,7.02,0.034079324,0.011359775
CEL.2,0,0,0,0,3.76,0.018253313,0.006084438
INHBAB,0,0,0,0,2.96,0.01436963,0.004789877
RBP2B,0,0,0,0,3.07,0.014903636,0.004967879
UBXN8,0,0,0,0,5.22,0.025341036,0.008447012
ALDH18A1,0,0,1.1,0.008250206,14.61,0.070925773,0.026391993
GRIK1,0,0,4.9,0.036750919,14.56,0.070683043,0.035811321
TCEB2,0,0,0,0,6.88,0.03339968,0.011133227
CST12,0,0,0,0,8.04,0.039031021,0.01301034
MIR376C,0,0,0,0,5.98,0.029030535,0.009676845
TNK2,0,0,0,0,26.23,0.127336278,0.042445426
CTAGE1,0,0,0.09,0.000675017,2.99,0.014515268,0.005063428
IFI213,0,0,0,0,2.9,0.014078353,0.004692784
ISG20L2,0,0,0,0,8.47,0.041118501,0.013706167
EGFL7,0,0,0,0,10.1,0.049031506,0.016343835
CFAP44,0,0,0,0,9.28,0.045050731,0.01501691
CNOT9,0,0,0,0,5.01,0.024321569,0.00810719
CAPN15,0,0,0,0,8.34,0.040487402,0.013495801
CAAP1,0,0,0.91,0.006825171,14.25,0.069178115,0.025334429
GIMAP3,0,0,0,0,2.45,0.011893781,0.003964594
SDR9C7,0,0,0.69,0.005175129,12.42,0.060294189,0.021823106
BGLAP3,0,0,0,0,11.1,0.053886111,0.017962037
HRS,0,0,0,0,3.64,0.017670761,0.005890254
NUP210,0,0,0,0,12.24,0.05942036,0.019806787
RND2,0,0,0,0,4.43,0.021505898,0.007168633
TMEM104,0,0,0,0,9.53,0.046264382,0.015421461
CDHR1A,0,0,0,0,3.3,0.016020195,0.005340065
TGM5,0,0,0,0,2.6,0.012621972,0.004207324
MAFG,0,0,0,0,33.61,0.16316326,0.054387753
ARMC1L,0,0,0,0,3.41,0.016554202,0.005518067
ALDH9A1,0,0,1.16,0.008700218,18.97,0.092091849,0.033597356
PA2G4,0,0,0.82,0.006150154,14.15,0.068692655,0.024947603
INTS12,0,0,0.36,0.002700068,0,0,0.000900023
USP20,0,0,0,0,8.75,0.04247779,0.014159263
UTP25,0,0,1.05,0.007875197,5.13,0.024904122,0.01092644
RGS9BP,0,0,0,0,2.72,0.013204524,0.004401508
TRAM2,0,0,0.09,0.000675017,17.85,0.086654692,0.029109903
PDGFRL,0,0,0.2,0.001500038,21.84,0.106024564,0.035841534
CCDC86,0,0,0,0,7.02,0.034079324,0.011359775
MRPL23,0,0,0.74,0.005550139,18.78,0.091169474,0.032239871
AQP2,0,0,0,0,24.68,0.119811641,0.039937214
EIF3B,0,0,0.09,0.000675017,9.15,0.044419632,0.01503155
RPE65A,0,0,0,0,3.37,0.016360017,0.005453339
LRRC34,0,0,0,0,8.15,0.039565027,0.013188342
LBP-8,0,0,0,0,3.52,0.017088208,0.005696069
C2ORF69,0,0,0,0,6.08,0.029515996,0.009838665
ZFP960,0,0,0,0,3.45,0.016748386,0.005582795
OLFR1216,0,0,0,0,3.24,0.015728919,0.005242973
RRM2B,0,0,0,0,8.15,0.039565027,0.013188342
PRICKLE2,0,0,0.4,0.003000075,10.49,0.050924802,0.017974959
ALDH6A1,0,0,0,0,25.01,0.121413661,0.04047122
ASIC4,0,0,0,0,2.78,0.013495801,0.0044986
SNHG32,0,0,0,0,5.02,0.024370115,0.008123372
CSPG5,0,0,0,0,4.73,0.02296228,0.007654093
GYKL1,0,0,0,0,3.62,0.017573669,0.00585789
OCIAD1,0,0,0,0,5.15,0.025001214,0.008333738
MIRT1,0,0,0,0,2.83,0.013738531,0.00457951
RNF138,0,0,0.36,0.002700068,2.45,0.011893781,0.004864616
XRCC3,0,0,0,0,12.41,0.060245643,0.020081881
SUR-5,0,0,0,0,3.18,0.015437643,0.005145881
SMEK2,0,0,0,0,2.83,0.013738531,0.00457951
NOX5,0,0,0,0,14.75,0.071605418,0.023868473
RIBC1,0,0,0,0,2.31,0.011214137,0.003738046
LHFPL6,0,0,0.36,0.002700068,10.03,0.048691684,0.017130584
ANAPC5,0,0,0,0,7.58,0.036797903,0.012265968
MAT2AL,0,0,0,0,3.14,0.015243458,0.005081153
LDB1,0,0,0.78,0.005850146,4.83,0.02344774,0.009765962
ETV3,0,0,0.38,0.002850071,5,0.024273023,0.009041031
C1ORF226,0,0,0,0,2.18,0.010583038,0.003527679
NRIP3,0,0,0,0,9.4,0.045633283,0.015211094
LY6E,0,0,0,0,17.42,0.084567212,0.028189071
LINC02535,0,0,0.69,0.005175129,0,0,0.001725043
KRTAP5-11,0,0,0,0,3.54,0.0171853,0.005728433
SLC38A5,0,0,0.13,0.000975024,7.13,0.034613331,0.011862785
TRIB1,0,0,0,0,24.87,0.120734016,0.040244672
HYAL2,0,0,0,0,11.4,0.055342492,0.018447497
NAXE,0,0,0.09,0.000675017,2.13,0.010340308,0.003671775
AKIRIN2,0,0,0,0,7.81,0.037914462,0.012638154
MYMK,0,0,0,0,7.23,0.035098791,0.011699597
ELF1,0,0,0,0,6.77,0.032865673,0.010955224
SEC31B,0,0,0.78,0.005850146,2.31,0.011214137,0.005688094
ZNF230,0,0,0.69,0.005175129,6.83,0.033156949,0.012777359
MAPK8B,0,0,0,0,3.3,0.016020195,0.005340065
ARFGEF3,0,0,0,0,7.68,0.037283363,0.012427788
NIP7,0,0,0.78,0.005850146,13.79,0.066944997,0.024265048
OCHO,0,0,0,0,3.64,0.017670761,0.005890254
PANX2,0,0,0.69,0.005175129,10.37,0.05034225,0.018505793
PPP6R1,0,0,0.09,0.000675017,2.16,0.010485946,0.003720321
SNORD3P1,0,0,0.69,0.005175129,0,0,0.001725043
SLC24A1,0,0,0,0,13.41,0.065100248,0.021700083
KRT27,0,0,0,0,3.04,0.014757998,0.004919333
TLL2,0,0,0.78,0.005850146,2.38,0.011553959,0.005801368
RIAN,0,0,0,0,2.46,0.011942327,0.003980776
ZBTB44,0,0,0,0,4.49,0.021797175,0.007265725
OR6R2P,0,0,0.78,0.005850146,0,0,0.001950049
RTKN2A,0,0,0,0,3.55,0.017233846,0.005744615
EFCAB12,0,0,0,0,2.47,0.011990873,0.003996958
EPB41,0,0,0,0,6.69,0.032477305,0.010825768
CD8B1,0,0,0,0,9.64,0.046798388,0.015599463
ZNF439,0,0,0,0,6.53,0.031700568,0.010566856
ANXB11,0,0,0,0,3.29,0.015971649,0.005323883
DEPDC5,0,0,0,0,5.93,0.028787805,0.009595935
LINC00336,0,0,0,0,3.78,0.018350405,0.006116802
GARS1,0,0,0.74,0.005550139,9.59,0.046555658,0.017368599
C18orf54,0,0,0.09,0.000675017,0,0,0.000225006
SLC10A1,0,0,0,0,12.68,0.061556386,0.020518795
INHBA,0,0,0,0,22.01,0.106849847,0.035616616
MRGPRG-AS1,0,0,0,0,3.67,0.017816399,0.0059388
ENSG00000272459,0,0,0.69,0.005175129,0,0,0.001725043
ENSG00000265487,0,0,0.69,0.005175129,0,0,0.001725043
RF00017-2766,0,0,0.69,0.005175129,0,0,0.001725043
URB2,0,0,0.69,0.005175129,7.82,0.037963008,0.014379379
WASH2P,0,0,0.38,0.002850071,0,0,0.000950024
VEGFB,0,0,0,0,18.19,0.088305258,0.029435086
SMIM15,0,0,0,0,5.97,0.028981989,0.009660663
CDC2,0,0,0,0,3.78,0.018350405,0.006116802
THRSP,0,0,0,0,31.22,0.151560755,0.050520252
OLR120,0,0,0,0,3.39,0.01645711,0.005485703
RGD1562914,0,0,0,0,3.53,0.017136754,0.005712251
VGLUT,0,0,0,0,4.85,0.023544832,0.007848277
PRSS48,0,0,0,0,3.1,0.015049274,0.005016425
BTBD8,0,0,0,0,5.77,0.028011068,0.009337023
RAB3IP,0,0,0,0,4.53,0.021991359,0.007330453
RABL2,0,0,0,0,8.45,0.041021409,0.013673803
SYT9,0,0,0,0,4.97,0.024127385,0.008042462
PRRC2A,0,0,0.74,0.005550139,14.23,0.069081023,0.024877054
PTPMT1,0,0,0.69,0.005175129,11.2,0.054371571,0.0198489
CSRNP2,0,0,0,0,8.23,0.039953396,0.013317799
PANX1A,0,0,0,0,10.74,0.052138453,0.017379484
MTFR1,0,0,0,0,7.65,0.037137725,0.012379242
VMN1R4,0,0,0,0,2.9,0.014078353,0.004692784
PRAMEF8,0,0,0,0,2.49,0.012087965,0.004029322
HNRNPA0B,0,0,0,0,3.24,0.015728919,0.005242973
PPIAP35,0,0,0,0,3.45,0.016748386,0.005582795
GCKR,0,0,0.29,0.002175054,9.56,0.04641002,0.016195025
CHST4,0,0,0.09,0.000675017,12.42,0.060294189,0.020323069
RNF122,0,0,0,0,2.05,0.009951939,0.003317313
EVI1,0,0,0,0,6.28,0.030486917,0.010162306
MIR7647,0,0,0,0,3.62,0.017573669,0.00585789
PRPF19P1,0,0,0.69,0.005175129,0,0,0.001725043
SNRPGP10,0,0,0,0,3.21,0.015583281,0.005194427
CCDC144NL,0,0,0.36,0.002700068,0,0,0.000900023
PGS1,0,0,0,0,11.6,0.056313413,0.018771138
IFT20,0,0,0,0,7.88,0.038254284,0.012751428
KLRC3,0,0,0,0,10.06,0.048837322,0.016279107
CD37,0,0,0,0,14.13,0.068595563,0.022865188
HBP1,0,0,0,0,23.78,0.115442497,0.038480832
AMH,0,0,0,0,7,0.033982232,0.011327411
PQN-91,0,0,0,0,4.19,0.020340793,0.006780264
lnc-KCNJ3-7,0,0,0.69,0.005175129,0,0,0.001725043
GNG13B,0,0,0,0,12.28,0.059614544,0.019871515
PRN,0,0,0,0,4.42,0.021457352,0.007152451
HAUS5,0,0,0.09,0.000675017,5.65,0.027428516,0.009367844
GID8A,0,0,0,0,3.98,0.019321326,0.006440442
SCFD2,0,0,0,0,18.41,0.089373271,0.02979109
PBDC1,0,0,0,0,19.88,0.096509539,0.032169846
SNORD89,0,0,0,0,2.77,0.013447255,0.004482418
HMGCRA,0,0,0,0,3.04,0.014757998,0.004919333
EOLA1,0,0,0,0,6.89,0.033448226,0.011149409
TIAM1,0,0,0.13,0.000975024,6.55,0.03179766,0.010924228
CCPG1,0,0,0,0,26.11,0.126753726,0.042251242
TMEM161B,0,0,0,0,5.55,0.026943055,0.008981018
SMC4,0,0,0,0,23.7,0.115054129,0.038351376
PCBD2,0,0,0.38,0.002850071,12.86,0.062430215,0.021760095
ACTC1,0,0,3.23,0.024225606,31.11,0.151026749,0.058417452
CORO1C,0,0,0,0,6.64,0.032234574,0.010744858
CD3Z,0,0,0,0,3.74,0.018156221,0.006052074
INSL6,0,0,0,0,8.55,0.041506869,0.013835623
SCZD12,0,0,4.9,0.036750919,0,0,0.012250306
TRAPPC13,0,0,0,0,16.76,0.081363173,0.027121058
lnc-TEX51-4,0,0,0.69,0.005175129,0,0,0.001725043
RF00017-6882,0,0,0.69,0.005175129,0,0,0.001725043
PCDH9,0,0,0,0,1.95,0.009466479,0.003155493
PPT2,0,0,5.75,0.043126078,19.74,0.095829895,0.046318658
ADORA3,0,0,0,0,19.59,0.095101704,0.031700568
CCNK,0,0,1.43,0.010725268,14.6,0.070877227,0.027200832
THAP3,0,0,0.38,0.002850071,13.29,0.064517695,0.022455922
RFXANK,0,0,0,0,8.16,0.039613573,0.013204524
SLC25A35,0,0,0,0,5.37,0.026069227,0.008689742
OLR208,0,0,0,0,4.08,0.019806787,0.006602262
ZBTB17,0,0,0,0,5.27,0.025583766,0.008527922
SESN1,0,0,0,0,21.45,0.104131269,0.034710423
C11ORF52,0,0,0,0,5.93,0.028787805,0.009595935
CDC25A,0,0,2.02,0.015150379,33.79,0.164037089,0.059729156
PCDH18A,0,0,0,0,3.78,0.018350405,0.006116802
GSTA2,0,0,0.29,0.002175054,42.2,0.204864314,0.069013123
OR10G3,0,0,0,0,4.16,0.020195155,0.006731718
CCZ1B,0,0,1.05,0.007875197,0,0,0.002625066
PLA2G4E,0,0,0,0,2.92,0.014175445,0.004725148
ARHGAP1,0,0,0.78,0.005850146,2.08,0.010097578,0.005315908
DDR2,0,0,0.33,0.002475062,21.59,0.104810913,0.035761992
LRRC2-AS1,0,0,2.45,0.018375459,0,0,0.006125153
NPFFR1,0,0,0.78,0.005850146,7.64,0.037089179,0.014313108
OR2S2,0,0,0,0,8.9,0.043205981,0.014401994
TLE2,0,0,0.69,0.005175129,20.47,0.099373756,0.034849628
SNHG14,0,0,0,0,2.43,0.011796689,0.00393223
MTFP1,0,0,0,0,11,0.053400651,0.017800217
RF00017-6544,0,0,0.69,0.005175129,0,0,0.001725043
DOCK5,0,0,0,0,1.85,0.008981018,0.002993673
FBH1,0,0,0.78,0.005850146,17.07,0.0828681,0.029572749
MYOM3,0,0,4.24,0.031800795,4.75,0.023059372,0.018286722
AKHR,0,0,0,0,3.5,0.016991116,0.005663705
UGT-21,0,0,0,0,2.98,0.014466722,0.004822241
ERP29,0,0,0.09,0.000675017,17.1,0.083013739,0.027896252
PRKD3,0,0,2.1,0.015750394,6.58,0.031943298,0.015897897
FBXO17,0,0,0,0,13.02,0.063206952,0.021068984
TRGC2,0,0,0,0,3.47,0.016845478,0.005615159
HLA-DMB,0,0,0.69,0.005175129,2.08,0.010097578,0.005090902
TSPAN5,0,0,0.36,0.002700068,13.65,0.066265353,0.022988474
BET1L,0,0,0.36,0.002700068,14.59,0.070828681,0.024509583
FFAR2,0,0,0,0,8.44,0.040972863,0.013657621
PLET1,0,0,0,0,18.84,0.091460751,0.030486917
NR5A1A,0,0,0,0,3.18,0.015437643,0.005145881
MYPOP,0,0,0,0,10.19,0.049468421,0.016489474
DUOX2,0,0,0,0,7.28,0.035341521,0.011780507
MIR5127,0,0,0,0,4.72,0.022913734,0.007637911
LSM11,0,0,0,0,7.71,0.037429001,0.012476334
DNTTIP2,0,0,0,0,7.49,0.036360988,0.012120329
MIR3078,0,0,0,0,4.03,0.019564057,0.006521352
lnc-UNC5CL-5,0,0,0.69,0.005175129,0,0,0.001725043
RBMXP1,0,0,0.69,0.005175129,0,0,0.001725043
RMC1,0,0,0,0,2.39,0.011602505,0.003867502
RAB9,0,0,0,0,5.93,0.028787805,0.009595935
FNIP2,0,0,0,0,4.55,0.022088451,0.007362817
BCL11A,0,0,0.36,0.002700068,6.16,0.029904364,0.010868144
PLEKHJ1,0,0,0.36,0.002700068,9.18,0.04456527,0.015755113
C1QC,0,0,0,0,17.76,0.086217778,0.028739259
BCAT2,0,0,0.36,0.002700068,12.96,0.062915676,0.021871915
FIPR-22,0,0,0,0,3.87,0.01878732,0.00626244
CYP1B1,0,0,0,0,37.32,0.181173843,0.060391281
MALT1,0,0,0.69,0.005175129,6.76,0.032817127,0.012664085
TDH,0,0,0,0,5.19,0.025195398,0.008398466
RAB8B,0,0,1.05,0.007875197,6.47,0.031409292,0.01309483
ENOPH1,0,0,0,0,5.2,0.025243944,0.008414648
TP53INP2,0,0,0,0,4.65,0.022573911,0.007524637
ITGA5,0,0,0,0,39.14,0.190009224,0.063336408
SLC1A7,0,0,0.36,0.002700068,9.23,0.044808,0.015836023
COL6A3,0,0,0.13,0.000975024,13.63,0.066168261,0.022381095
C14orf177,0,0,1.47,0.011025276,0,0,0.003675092
REP15,0,0,0,0,15.04,0.073013253,0.024337751
CUL7,0,0,0.09,0.000675017,4.9,0.023787563,0.008154193
MTHFD1A,0,0,0,0,3.48,0.016894024,0.005631341
G2E3,0,0,0,0,15.66,0.076023108,0.025341036
TRP53BP1,0,0,0,0,10.34,0.050196611,0.016732204
PRDM13,0,0,0,0,16.92,0.08213991,0.02737997
LMO2,0,0,0,0,13.58,0.06592553,0.021975177
SEMA3AA,0,0,0,0,3.39,0.01645711,0.005485703
piR-41405-104,0,0,0.69,0.005175129,0,0,0.001725043
GTSE1,0,0,0,0,16.62,0.080683528,0.026894509
MIR6537,0,0,0,0,4.42,0.021457352,0.007152451
NCK1,0,0,0.74,0.005550139,7.22,0.035050245,0.013533461
CHMP7,0,0,0,0,2.34,0.011359775,0.003786592
MTERF1,0,0,0.69,0.005175129,9.16,0.044468178,0.016547769
HMGB1P10,0,0,0,0,3.31,0.016068741,0.005356247
BIRC5,0,0,0.38,0.002850071,48.95,0.237632895,0.080160989
TRIM66,0,0,0,0,2.47,0.011990873,0.003996958
MRPS34,0,0,0.74,0.005550139,11.64,0.056507597,0.020685912
DSTYK,0,0,0,0,5.23,0.025389582,0.008463194
PTPN23A,0,0,0,0,8.16,0.039613573,0.013204524
SELENOF,0,0,0,0,8.41,0.040827225,0.013609075
D9WSU90E,0,0,0,0,2.98,0.014466722,0.004822241
piR-52464,0,0,0.69,0.005175129,0,0,0.001725043
MYOC,0,0,0.09,0.000675017,11.4,0.055342492,0.018672503
PSD2,0,0,0.96,0.00720018,5.68,0.027574154,0.011591445
HOXB9,0,0,0,0,9.88,0.047963493,0.015987831
RHBG,0,0,0,0,12.91,0.062672945,0.020890982
UGT-47,0,0,0,0,3.18,0.015437643,0.005145881
PLOD1A,0,0,0,0,3.93,0.019078596,0.006359532
TPST1,0,0,0,0,6.88,0.03339968,0.011133227
HOXA1A,0,0,0,0,9.26,0.044953639,0.014984546
BACH2,0,0,0,0,9.74,0.047283849,0.015761283
LPIN1,0,0,0,0,23.21,0.112675373,0.037558458
POLE4,0,0,0,0,7.55,0.036652265,0.012217422
EVPLL,0,0,0,0,3.77,0.018301859,0.00610062
PARD6A,0,0,0.78,0.005850146,2.29,0.011117045,0.00565573
NPFFL,0,0,0,0,12.27,0.059565998,0.019855333
BMP8B,0,0,0,0,15.44,0.074955095,0.024985032
MIR182,0,0,2.1,0.015750394,8.05,0.039079567,0.018276654
ZBTB10,0,0,0.78,0.005850146,11.95,0.058012525,0.021287557
HMX3,0,0,0,0,10.11,0.049080052,0.016360017
EFNA4,0,0,0,0,11.69,0.056750328,0.018916776
ZFP329,0,0,0,0,6.14,0.029807272,0.009935757
ARHGAP26,0,0,0,0,9.71,0.047138211,0.015712737
ZNF827,0,0,0,0,1.96,0.009515025,0.003171675
EPHA2,0,0,0.47,0.003525088,13.33,0.064711879,0.022745656
SLC38A1,0,0,0.13,0.000975024,12.05,0.058497985,0.019824336
GOLT1A,0,0,0,0,5.01,0.024321569,0.00810719
ZFP446,0,0,0,0,2.64,0.012816156,0.004272052
MIG-32,0,0,0,0,4.99,0.024224477,0.008074826
BRE,0,0,0,0,3.16,0.015340551,0.005113517
TAFA5,0,0,0.97,0.007275182,2.22,0.010777222,0.006017468
NPCD,0,0,0,0,2.9,0.014078353,0.004692784
PHACTR3,0,0,0,0,8.45,0.041021409,0.013673803
G6PDX,0,0,0,0,13.43,0.06519734,0.021732447
PAT-6,0,0,0,0,4.99,0.024224477,0.008074826
OLR154,0,0,0,0,3.53,0.017136754,0.005712251
MIR1907,0,0,0,0,4.42,0.021457352,0.007152451
OTUD4,0,0,0,0,7.43,0.036069712,0.012023237
VPS8,0,0,0,0,16.18,0.078547502,0.026182501
ATP1A3,0,0,1.14,0.008550214,18.65,0.090538376,0.03302953
PPP5D1,0,0,0.69,0.005175129,0,0,0.001725043
WWC3,0,0,0.36,0.002700068,11.37,0.055196854,0.019298974
OLFR972,0,0,0,0,3.24,0.015728919,0.005242973
ZFP866,0,0,0,0,2.98,0.014466722,0.004822241
VIT-6,0,0,0,0,6.61,0.032088936,0.010696312
HAS2,0,0,0.69,0.005175129,19.34,0.093888053,0.033021061
AGBL5,0,0,0,0,8.42,0.040875771,0.013625257
FAM138D,0,0,0,0,3.75,0.018204767,0.006068256
MATN4,0,0,0,0,8.04,0.039031021,0.01301034
C16orf70,0,0,0.36,0.002700068,0,0,0.000900023
PPOX,0,0,0.69,0.005175129,1.9,0.009223749,0.004799626
ATP2A1L,0,0,0,0,2.66,0.012913248,0.004304416
KDM2AB,0,0,0,0,3.55,0.017233846,0.005744615
CYP2C12,0,0,0,0,2.52,0.012233604,0.004077868
SULT3ST1,0,0,0,0,3.78,0.018350405,0.006116802
HIL-1,0,0,0,0,3.52,0.017088208,0.005696069
RNF152,0,0,0.09,0.000675017,4.33,0.021020438,0.007231818
LNX2,0,0,0,0,1.91,0.009272295,0.003090765
C11orf49,0,0,0.69,0.005175129,0,0,0.001725043
INTS11,0,0,0,0,2.15,0.0104374,0.003479133
FOXK1,0,0,0,0,4.86,0.023593378,0.007864459
GTF2E2,0,0,0.38,0.002850071,8.48,0.041167047,0.014672373
ITIH2,0,0,0.78,0.005850146,16.12,0.078256226,0.028035457
RCN1,0,0,0,0,19.59,0.095101704,0.031700568
ANKRD36C,0,0,0,0,3.01,0.01461236,0.004870787
B2M,0,0,1.53,0.011475287,43.68,0.212049129,0.074508139
ENSG00000266521,0,0,0.69,0.005175129,0,0,0.001725043
VEPH1,0,0,0,0,7.02,0.034079324,0.011359775
CLTB,0,0,0,0,15.59,0.075683286,0.025227762
UNC-103,0,0,0,0,4.65,0.022573911,0.007524637
EFCAB10,0,0,0.69,0.005175129,6.07,0.02946745,0.011547526
AMX,0,0,0,0,3.85,0.018690228,0.006230076
OLR728,0,0,0,0,3.28,0.015923103,0.005307701
TMEM17,0,0,0,0,5.99,0.029079082,0.009693027
PARP11,0,0,0,0,8.56,0.041555415,0.013851805
IGLL1,0,0,0,0,5.97,0.028981989,0.009660663
STFA3,0,0,0,0,2.29,0.011117045,0.003705682
ZNF552,0,0,0,0,6.02,0.02922472,0.009741573
TRIM43,0,0,0,0,2.61,0.012670518,0.004223506
FBXL6,0,0,0,0,5.29,0.025680858,0.008560286
YBX2,0,0,0,0,2.12,0.010291762,0.003430587
VPS18,0,0,0,0,2.31,0.011214137,0.003738046
MIR871,0,0,0,0,9.67,0.046944026,0.015648009
MIR133A1,0,0,0,0,7.08,0.034370601,0.011456867
NOL9,0,0,0,0,8.03,0.038982475,0.012994158
RNU1B6,0,0,0,0,11.63,0.056459051,0.018819684
MTA3,0,0,0,0,11.22,0.054468664,0.018156221
PBLD2,0,0,0,0,6.49,0.031506384,0.010502128
HMGB3,0,0,0,0,9.41,0.045681829,0.015227276
UPP2,0,0,0.36,0.002700068,9.87,0.047914947,0.016871672
GANC,0,0,0,0,5.66,0.027477062,0.009159021
NRP2B,0,0,0,0,3.09,0.015000728,0.005000243
RPSAP43,0,0,0.09,0.000675017,0,0,0.000225006
ENSG00000233064,0,0,0.69,0.005175129,0,0,0.001725043
FOXD2,0,0,0,0,13.28,0.064469149,0.021489716
SH3BP5L,0,0,0,0,9.7,0.047089665,0.015696555
CDC42EP4,0,0,0.36,0.002700068,14.21,0.068983931,0.023894666
CHIC2,0,0,0,0,25.07,0.121704937,0.040568312
ZFP608,0,0,0,0,10.01,0.048594592,0.016198197
WFDC11,0,0,0,0,3.48,0.016894024,0.005631341
ENSG00000285128,0,0,0.69,0.005175129,0,0,0.001725043
KLRA7,0,0,0,0,2.27,0.011019952,0.003673317
STAT4,0,0,0,0,21.34,0.103597262,0.034532421
CLDN20,0,0,0.36,0.002700068,0,0,0.000900023
TROVE2,0,0,0,0,3.24,0.015728919,0.005242973
lnc-ACTA2-2,0,0,0.69,0.005175129,0,0,0.001725043
H3C3,0,0,0,0,5.58,0.027088694,0.009029565
SERPINA3I,0,0,0,0,2.64,0.012816156,0.004272052
ORC1,0,0,0,0,8.68,0.042137968,0.014045989
COBL,0,0,1.73,0.012975324,12.77,0.061993301,0.024989542
NME7,0,0,0,0,9.95,0.048303316,0.016101105
SNORD96A,0,0,0,0,2.81,0.013641439,0.004547146
CCDC173,0,0,0,0,2.25,0.01092286,0.003640953
