Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0035710,"CD4-positive, alpha-beta T cell activation",87/18493,0.000813199,0.003025727,0.001052631,3569/6774/3458,"IL6,STAT3,IFNG",0.076718559,3
BP,GO:0001892,embryonic placenta development,88/18493,0.000840677,0.003119383,0.001085214,207/3586/5594,"AKT1,IL10,MAPK1",0.072383698,3
BP,GO:0031341,regulation of cell killing,88/18493,0.000840677,0.003119383,0.001085214,3383/3458/4843,"ICAM1,IFNG,NOS2",0.059982379,3
BP,GO:0043523,regulation of neuron apoptotic process,202/18493,0.000842596,0.003122221,0.001086201,6347/836/3162/596,"CCL2,CASP3,HMOX1,BCL2",0.07470683,4
BP,GO:0033273,response to vitamin,89/18493,0.000868738,0.003214688,0.00111837,5743/5468/847,"PTGS2,PPARG,CAT",0.065883442,3
BP,GO:0032869,cellular response to insulin stimulus,204/18493,0.000874081,0.003230038,0.00112371,3630/207/3553/5468,"INS,AKT1,IL1B,PPARG",0.103058659,4
BP,GO:0030728,ovulation,21/18493,0.000887307,0.003234725,0.001125341,5743/4846,"PTGS2,NOS3",0.044517655,2
BP,GO:0031281,positive regulation of cyclase activity,21/18493,0.000887307,0.003234725,0.001125341,4846/4843,"NOS3,NOS2",0.038302083,2
BP,GO:0035743,"CD4-positive, alpha-beta T cell cytokine production",21/18493,0.000887307,0.003234725,0.001125341,3569/3553,"IL6,IL1B",0.053479565,2
BP,GO:0036499,PERK-mediated unfolded protein response,21/18493,0.000887307,0.003234725,0.001125341,6347/3576,"CCL2,CXCL8",0.04890603,2
BP,GO:0042359,vitamin D metabolic process,21/18493,0.000887307,0.003234725,0.001125341,3553/3458,"IL1B,IFNG",0.04454022,2
BP,GO:0046827,positive regulation of protein export from nucleus,21/18493,0.000887307,0.003234725,0.001125341,7157/3553,"TP53,IL1B",0.048415541,2
BP,GO:0048305,immunoglobulin secretion,21/18493,0.000887307,0.003234725,0.001125341,3569/959,"IL6,CD40LG",0.04408942,2
BP,GO:0051349,positive regulation of lyase activity,21/18493,0.000887307,0.003234725,0.001125341,4846/4843,"NOS3,NOS2",0.038302083,2
BP,GO:0055093,response to hyperoxia,21/18493,0.000887307,0.003234725,0.001125341,5468/847,"PPARG,CAT",0.042684883,2
BP,GO:0090312,positive regulation of protein deacetylation,21/18493,0.000887307,0.003234725,0.001125341,7422/3458,"VEGFA,IFNG",0.045076677,2
BP,GO:0030004,cellular monovalent inorganic cation homeostasis,90/18493,0.000897389,0.003267075,0.001136595,5594/596/1080,"MAPK1,BCL2,CFTR",0.036995619,3
BP,GO:0071229,cellular response to acid chemical,206/18493,0.000906388,0.003295404,0.001146451,207/7422/5468/4313,"AKT1,VEGFA,PPARG,MMP2",0.093587076,4
BP,GO:0002702,positive regulation of production of molecular mediator of immune response,91/18493,0.000926633,0.003359976,0.001168915,3569/3553/948,"IL6,IL1B,CD36",0.058874839,3
BP,GO:0050810,regulation of steroid biosynthetic process,91/18493,0.000926633,0.003359976,0.001168915,3553/3458/3156,"IL1B,IFNG,HMGCR",0.054079039,3
BP,GO:0010810,regulation of cell-substrate adhesion,209/18493,0.000956419,0.003463338,0.001204874,7422/5054/596/948,"VEGFA,SERPINE1,BCL2,CD36",0.057590722,4
BP,GO:0010884,positive regulation of lipid storage,22/18493,0.000974739,0.003506209,0.001219788,4023/948,"LPL,CD36",0.019963801,2
BP,GO:0051000,positive regulation of nitric-oxide synthase activity,22/18493,0.000974739,0.003506209,0.001219788,3630/207,"INS,AKT1",0.055405307,2
BP,GO:0071379,cellular response to prostaglandin stimulus,22/18493,0.000974739,0.003506209,0.001219788,207/5468,"AKT1,PPARG",0.048947272,2
BP,GO:0071677,positive regulation of mononuclear cell migration,22/18493,0.000974739,0.003506209,0.001219788,5054/7941,"SERPINE1,PLA2G7",0.029280902,2
BP,GO:2000637,positive regulation of gene silencing by miRNA,22/18493,0.000974739,0.003506209,0.001219788,6774/7157,"STAT3,TP53",0.049577828,2
BP,GO:1903076,regulation of protein localization to plasma membrane,93/18493,0.000986923,0.00354532,0.001233395,3630/207/3458,"INS,AKT1,IFNG",0.075455543,3
BP,GO:0050830,defense response to Gram-positive bacterium,94/18493,0.001017977,0.003652028,0.001270518,3569/1401/948,"IL6,CRP,CD36",0.058199964,3
BP,GO:0009110,vitamin biosynthetic process,23/18493,0.001066151,0.003799655,0.001321876,3553/3458,"IL1B,IFNG",0.043289834,2
BP,GO:0034695,response to prostaglandin E,23/18493,0.001066151,0.003799655,0.001321876,207/5468,"AKT1,PPARG",0.048251362,2
BP,GO:0060148,positive regulation of posttranscriptional gene silencing,23/18493,0.001066151,0.003799655,0.001321876,6774/7157,"STAT3,TP53",0.048872953,2
BP,GO:1903589,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,23/18493,0.001066151,0.003799655,0.001321876,7422/3162,"VEGFA,HMOX1",0.043655666,2
BP,GO:2000353,positive regulation of endothelial cell apoptotic process,23/18493,0.001066151,0.003799655,0.001321876,6347/959,"CCL2,CD40LG",0.038299009,2
BP,GO:0001657,ureteric bud development,96/18493,0.001081931,0.00385082,0.001339676,7422/847/596,"VEGFA,CAT,BCL2",0.050324076,3
BP,GO:0062014,negative regulation of small molecule metabolic process,97/18493,0.001114839,0.003952345,0.001374996,3630/207/6774,"INS,AKT1,STAT3",0.079248332,3
BP,GO:0072163,mesonephric epithelium development,97/18493,0.001114839,0.003952345,0.001374996,7422/847/596,"VEGFA,CAT,BCL2",0.050088517,3
BP,GO:0072164,mesonephric tubule development,97/18493,0.001114839,0.003952345,0.001374996,7422/847/596,"VEGFA,CAT,BCL2",0.050088517,3
BP,GO:0002719,negative regulation of cytokine production involved in immune response,24/18493,0.001161526,0.004075134,0.001417714,3586/3162,"IL10,HMOX1",0.04120965,2
BP,GO:0010288,response to lead ion,24/18493,0.001161526,0.004075134,0.001417714,5743/847,"PTGS2,CAT",0.041295161,2
BP,GO:0032800,receptor biosynthetic process,24/18493,0.001161526,0.004075134,0.001417714,5468/3586,"PPARG,IL10",0.043567957,2
BP,GO:0090025,regulation of monocyte chemotaxis,24/18493,0.001161526,0.004075134,0.001417714,5054/7941,"SERPINE1,PLA2G7",0.028502068,2
BP,GO:1900120,regulation of receptor binding,24/18493,0.001161526,0.004075134,0.001417714,4318/3586,"MMP9,IL10",0.044236066,2
BP,GO:1900739,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,24/18493,0.001161526,0.004075134,0.001417714,7157/596,"TP53,BCL2",0.030492995,2
BP,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,24/18493,0.001161526,0.004075134,0.001417714,7157/596,"TP53,BCL2",0.030492995,2
BP,GO:2000191,regulation of fatty acid transport,24/18493,0.001161526,0.004075134,0.001417714,207/3553,"AKT1,IL1B",0.048864103,2
BP,GO:0001894,tissue homeostasis,221/18493,0.001176126,0.004121013,0.001433675,3569/7422/4846/596,"IL6,VEGFA,NOS3,BCL2",0.079319782,4
BP,GO:0006469,negative regulation of protein kinase activity,222/18493,0.001195901,0.004184881,0.001455894,207/3553/836/3156,"AKT1,IL1B,CASP3,HMGCR",0.078874536,4
BP,GO:0034440,lipid oxidation,100/18493,0.001217343,0.004254411,0.001480083,207/5468/7941,"AKT1,PPARG,PLA2G7",0.05603529,3
BP,GO:0001823,mesonephros development,101/18493,0.001252787,0.004350251,0.001513425,7422/847/596,"VEGFA,CAT,BCL2",0.049220213,3
BP,GO:0006641,triglyceride metabolic process,101/18493,0.001252787,0.004350251,0.001513425,847/4023/1071,"CAT,LPL,CETP",0.041026227,3
BP,GO:0030593,neutrophil chemotaxis,101/18493,0.001252787,0.004350251,0.001513425,6347/3576/3553,"CCL2,CXCL8,IL1B",0.069189584,3
BP,GO:1904659,glucose transmembrane transport,101/18493,0.001252787,0.004350251,0.001513425,3630/207/3553,"INS,AKT1,IL1B",0.076102052,3
BP,GO:0009299,mRNA transcription,25/18493,0.001260849,0.004350251,0.001513425,6774/7157,"STAT3,TP53",0.04768619,2
BP,GO:0034114,regulation of heterotypic cell-cell adhesion,25/18493,0.001260849,0.004350251,0.001513425,3553/3586,"IL1B,IL10",0.044255014,2
BP,GO:0046885,regulation of hormone biosynthetic process,25/18493,0.001260849,0.004350251,0.001513425,3553/3458,"IL1B,IFNG",0.042238643,2
BP,GO:0050927,positive regulation of positive chemotaxis,25/18493,0.001260849,0.004350251,0.001513425,7422/3576,"VEGFA,CXCL8",0.046235124,2
BP,GO:0060330,regulation of response to interferon-gamma,25/18493,0.001260849,0.004350251,0.001513425,5468/3458,"PPARG,IFNG",0.041034347,2
BP,GO:0060334,regulation of interferon-gamma-mediated signaling pathway,25/18493,0.001260849,0.004350251,0.001513425,5468/3458,"PPARG,IFNG",0.041034347,2
BP,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,226/18493,0.001277341,0.004401538,0.001531268,207/3553/3162/948,"AKT1,IL1B,HMOX1,CD36",0.072891528,4
BP,GO:0002456,T cell mediated immunity,102/18493,0.001288876,0.004424377,0.001539213,3569/3553/3383,"IL6,IL1B,ICAM1",0.07155225,3
BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,102/18493,0.001288876,0.004424377,0.001539213,7157/3162/596,"TP53,HMOX1,BCL2",0.049253584,3
BP,GO:0019233,sensory perception of pain,102/18493,0.001288876,0.004424377,0.001539213,5743/3586/5594,"PTGS2,IL10,MAPK1",0.064469345,3
BP,GO:0051402,neuron apoptotic process,230/18493,0.001362596,0.004623933,0.001608638,6347/836/3162/596,"CCL2,CASP3,HMOX1,BCL2",0.069621652,4
BP,GO:0032411,positive regulation of transporter activity,104/18493,0.001363007,0.004623933,0.001608638,5444/5243/1080,"PON1,ABCB1,CFTR",0.027062404,3
BP,GO:0034605,cellular response to heat,104/18493,0.001363007,0.004623933,0.001608638,5743/5594/3162,"PTGS2,MAPK1,HMOX1",0.061800825,3
BP,GO:2000278,regulation of DNA biosynthetic process,104/18493,0.001363007,0.004623933,0.001608638,7157/5468/5594,"TP53,PPARG,MAPK1",0.065262671,3
BP,GO:0031954,positive regulation of protein autophosphorylation,26/18493,0.001364103,0.004623933,0.001608638,3630/7422,"INS,VEGFA",0.050563737,2
BP,GO:0042953,lipoprotein transport,26/18493,0.001364103,0.004623933,0.001608638,5468/948,"PPARG,CD36",0.026791279,2
BP,GO:0044872,lipoprotein localization,26/18493,0.001364103,0.004623933,0.001608638,5468/948,"PPARG,CD36",0.026791279,2
BP,GO:0050926,regulation of positive chemotaxis,26/18493,0.001364103,0.004623933,0.001608638,7422/3576,"VEGFA,CXCL8",0.045716339,2
BP,GO:0060259,regulation of feeding behavior,26/18493,0.001364103,0.004623933,0.001608638,3630/6774,"INS,STAT3",0.051813299,2
BP,GO:0072539,T-helper 17 cell differentiation,26/18493,0.001364103,0.004623933,0.001608638,3569/6774,"IL6,STAT3",0.051899583,2
BP,GO:0001909,leukocyte mediated cytotoxicity,105/18493,0.001401059,0.004737329,0.001648087,3383/4843/2147,"ICAM1,NOS2,F2",0.050110444,3
BP,GO:0072676,lymphocyte migration,105/18493,0.001401059,0.004737329,0.001648087,207/6347/3383,"AKT1,CCL2,ICAM1",0.068898406,3
BP,GO:0019359,nicotinamide nucleotide biosynthetic process,106/18493,0.001439773,0.004850044,0.0016873,3630/6774/5743,"INS,STAT3,PTGS2",0.07284671,3
BP,GO:0019363,pyridine nucleotide biosynthetic process,106/18493,0.001439773,0.004850044,0.0016873,3630/6774/5743,"INS,STAT3,PTGS2",0.07284671,3
BP,GO:0043279,response to alkaloid,106/18493,0.001439773,0.004850044,0.0016873,5468/3383/836,"PPARG,ICAM1,CASP3",0.0620438,3
BP,GO:0030217,T cell differentiation,234/18493,0.001451761,0.004884344,0.001699233,3569/6774/3458/596,"IL6,STAT3,IFNG,BCL2",0.07726319,4
BP,GO:0002724,regulation of T cell cytokine production,27/18493,0.001471272,0.004931587,0.001715668,3569/3553,"IL6,IL1B",0.049546188,2
BP,GO:0010575,positive regulation of vascular endothelial growth factor production,27/18493,0.001471272,0.004931587,0.001715668,3553/5743,"IL1B,PTGS2",0.043710805,2
BP,GO:1905563,negative regulation of vascular endothelial cell proliferation,27/18493,0.001471272,0.004931587,0.001715668,6347/5468,"CCL2,PPARG",0.044030009,2
BP,GO:0031623,receptor internalization,107/18493,0.001479154,0.004951872,0.001722725,7422/3576/948,"VEGFA,CXCL8,CD36",0.050491831,3
BP,GO:0008645,hexose transmembrane transport,108/18493,0.001519207,0.005079673,0.001767187,3630/207/3553,"INS,AKT1,IL1B",0.073932527,3
BP,GO:0018107,peptidyl-threonine phosphorylation,109/18493,0.001559936,0.005188157,0.001804927,207/5594/596,"AKT1,MAPK1,BCL2",0.052052453,3
BP,GO:0072525,pyridine-containing compound biosynthetic process,109/18493,0.001559936,0.005188157,0.001804927,3630/6774/5743,"INS,STAT3,PTGS2",0.071925448,3
BP,GO:0009896,positive regulation of catabolic process,407/18493,0.001566576,0.005188157,0.001804927,3630/207/3553/3458/3162,"INS,AKT1,IL1B,IFNG,HMOX1",0.111087022,5
BP,GO:0001844,protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,28/18493,0.00158234,0.005188157,0.001804927,7157/596,"TP53,BCL2",0.029154908,2
BP,GO:0005979,regulation of glycogen biosynthetic process,28/18493,0.00158234,0.005188157,0.001804927,3630/207,"INS,AKT1",0.051564984,2
BP,GO:0009065,glutamine family amino acid catabolic process,28/18493,0.00158234,0.005188157,0.001804927,4846/4843,"NOS3,NOS2",0.035146201,2
BP,GO:0010962,regulation of glucan biosynthetic process,28/18493,0.00158234,0.005188157,0.001804927,3630/207,"INS,AKT1",0.051564984,2
BP,GO:0036296,response to increased oxygen levels,28/18493,0.00158234,0.005188157,0.001804927,5468/847,"PPARG,CAT",0.039167883,2
BP,GO:0042730,fibrinolysis,28/18493,0.00158234,0.005188157,0.001804927,5054/2147,"SERPINE1,F2",0.032171182,2
BP,GO:0045922,negative regulation of fatty acid metabolic process,28/18493,0.00158234,0.005188157,0.001804927,3630/207,"INS,AKT1",0.051564984,2
BP,GO:0048643,positive regulation of skeletal muscle tissue development,28/18493,0.00158234,0.005188157,0.001804927,3156/596,"HMGCR,BCL2",0.015884184,2
BP,GO:0061082,myeloid leukocyte cytokine production,28/18493,0.00158234,0.005188157,0.001804927,3162/948,"HMOX1,CD36",0.02396275,2
BP,GO:0072538,T-helper 17 type immune response,28/18493,0.00158234,0.005188157,0.001804927,3569/6774,"IL6,STAT3",0.050788203,2
BP,GO:0072606,interleukin-8 secretion,28/18493,0.00158234,0.005188157,0.001804927,1401/4843,"CRP,NOS2",0.03776501,2
BP,GO:1902932,positive regulation of alcohol biosynthetic process,28/18493,0.00158234,0.005188157,0.001804927,3553/3458,"IL1B,IFNG",0.04087035,2
BP,GO:2000108,positive regulation of leukocyte apoptotic process,28/18493,0.00158234,0.005188157,0.001804927,7157/3586,"TP53,IL10",0.043104186,2
BP,GO:0015749,monosaccharide transmembrane transport,110/18493,0.001601345,0.005244114,0.001824395,3630/207/3553,"INS,AKT1,IL1B",0.073486632,3
BP,GO:0002698,negative regulation of immune effector process,111/18493,0.001643438,0.005356024,0.001863327,3630/3586/3162,"INS,IL10,HMOX1",0.065916835,3
BP,GO:0030218,erythrocyte differentiation,111/18493,0.001643438,0.005356024,0.001863327,6774/7422/836,"STAT3,VEGFA,CASP3",0.065925099,3
BP,GO:0043200,response to amino acid,111/18493,0.001643438,0.005356024,0.001863327,3383/836/4313,"ICAM1,CASP3,MMP2",0.058035905,3
BP,GO:1904375,regulation of protein localization to cell periphery,111/18493,0.001643438,0.005356024,0.001863327,3630/207/3458,"INS,AKT1,IFNG",0.069937681,3
BP,GO:0046394,carboxylic acid biosynthetic process,412/18493,0.001652981,0.005374175,0.001869642,3630/6774/3553/5743/4023,"INS,STAT3,IL1B,PTGS2,LPL",0.106548039,5
BP,GO:0051052,regulation of DNA metabolic process,412/18493,0.001652981,0.005374175,0.001869642,207/7157/5468/3586/5594,"AKT1,TP53,PPARG,IL10,MAPK1",0.108531262,5
BP,GO:0016053,organic acid biosynthetic process,413/18493,0.001670676,0.005425184,0.001887388,3630/6774/3553/5743/4023,"INS,STAT3,IL1B,PTGS2,LPL",0.106355445,5
BP,GO:0010822,positive regulation of mitochondrion organization,112/18493,0.00168622,0.005446229,0.001894709,7157/4318/596,"TP53,MMP9,BCL2",0.050232413,3
BP,GO:0034219,carbohydrate transmembrane transport,112/18493,0.00168622,0.005446229,0.001894709,3630/207/3553,"INS,AKT1,IL1B",0.072957354,3
BP,GO:1990266,neutrophil migration,112/18493,0.00168622,0.005446229,0.001894709,6347/3576/3553,"CCL2,CXCL8,IL1B",0.066330524,3
BP,GO:0033673,negative regulation of kinase activity,244/18493,0.001692402,0.005446229,0.001894709,207/3553/836/3156,"AKT1,IL1B,CASP3,HMGCR",0.075080149,4
BP,GO:0042036,negative regulation of cytokine biosynthetic process,29/18493,0.001697291,0.005446229,0.001894709,3569/3586,"IL6,IL10",0.04731038,2
BP,GO:0045940,positive regulation of steroid metabolic process,29/18493,0.001697291,0.005446229,0.001894709,3553/3458,"IL1B,IFNG",0.040493253,2
BP,GO:0046320,regulation of fatty acid oxidation,29/18493,0.001697291,0.005446229,0.001894709,207/5468,"AKT1,PPARG",0.04513426,2
BP,GO:0050869,negative regulation of B cell activation,29/18493,0.001697291,0.005446229,0.001894709,3586/836,"IL10,CASP3",0.040349481,2
BP,GO:0090200,positive regulation of release of cytochrome c from mitochondria,29/18493,0.001697291,0.005446229,0.001894709,7157/4318,"TP53,MMP9",0.043494824,2
BP,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,29/18493,0.001697291,0.005446229,0.001894709,3630/207,"INS,AKT1",0.051089212,2
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,245/18493,0.0017179,0.005505829,0.001915444,6347/3383/3156/948,"CCL2,ICAM1,HMGCR,CD36",0.056825857,4
BP,GO:0050804,modulation of chemical synaptic transmission,418/18493,0.001761255,0.0056381,0.00196146,3630/6774/3553/5743/5594,"INS,STAT3,IL1B,PTGS2,MAPK1",0.112789742,5
BP,GO:0007611,learning or memory,247/18493,0.001769697,0.005658429,0.001968532,5743/5594/836/3156,"PTGS2,MAPK1,CASP3,HMGCR",0.069716211,4
BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,114/18493,0.001773864,0.005665057,0.001970838,6347/7157/596,"CCL2,TP53,BCL2",0.050991277,3
BP,GO:0099177,regulation of trans-synaptic signaling,419/18493,0.001779796,0.005677299,0.001975097,3630/6774/3553/5743/5594,"INS,STAT3,IL1B,PTGS2,MAPK1",0.11263883,5
BP,GO:0001782,B cell homeostasis,30/18493,0.001816108,0.005772705,0.002008288,836/596,"CASP3,BCL2",0.026232631,2
BP,GO:0010543,regulation of platelet activation,30/18493,0.001816108,0.005772705,0.002008288,4846/2147,"NOS3,F2",0.03232259,2
BP,GO:2001171,positive regulation of ATP biosynthetic process,30/18493,0.001816108,0.005772705,0.002008288,3630/6774,"INS,STAT3",0.0496749,2
BP,GO:0060968,regulation of gene silencing,115/18493,0.001818736,0.005774272,0.002008833,6774/7157/5468,"STAT3,TP53,PPARG",0.065683958,3
BP,GO:0048568,embryonic organ development,422/18493,0.001836285,0.005823154,0.002025839,207/7422/3576/3586/5594,"AKT1,VEGFA,CXCL8,IL10,MAPK1",0.108308872,5
BP,GO:0018210,peptidyl-threonine modification,116/18493,0.001864312,0.005905109,0.002054351,207/5594/596,"AKT1,MAPK1,BCL2",0.050771867,3
BP,GO:0090596,sensory organ morphogenesis,251/18493,0.001876537,0.005929945,0.002062991,6774/7422/5594/596,"STAT3,VEGFA,MAPK1,BCL2",0.071881935,4
BP,GO:1901617,organic hydroxy compound biosynthetic process,251/18493,0.001876537,0.005929945,0.002062991,3553/3458/3156/1080,"IL1B,IFNG,HMGCR,CFTR",0.055119718,4
BP,GO:0060249,anatomical structure homeostasis,425/18493,0.001894083,0.005978407,0.00207985,3569/7422/5594/4846/596,"IL6,VEGFA,MAPK1,NOS3,BCL2",0.093994776,5
BP,GO:0019079,viral genome replication,117/18493,0.001910597,0.006023501,0.002095538,6347/3576/596,"CCL2,CXCL8,BCL2",0.05021046,3
BP,GO:0043491,protein kinase B signaling,253/18493,0.001931603,0.006055878,0.002106802,3630/207/6347/3553,"INS,AKT1,CCL2,IL1B",0.09350812,4
BP,GO:0001893,maternal placenta development,31/18493,0.001938776,0.006055878,0.002106802,207/5743,"AKT1,PTGS2",0.044521473,2
BP,GO:0016242,negative regulation of macroautophagy,31/18493,0.001938776,0.006055878,0.002106802,207/3162,"AKT1,HMOX1",0.04202702,2
BP,GO:0034694,response to prostaglandin,31/18493,0.001938776,0.006055878,0.002106802,207/5468,"AKT1,PPARG",0.044215563,2
BP,GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,31/18493,0.001938776,0.006055878,0.002106802,207/4318,"AKT1,MMP9",0.044835578,2
BP,GO:0048873,homeostasis of number of cells within a tissue,31/18493,0.001938776,0.006055878,0.002106802,4846/596,"NOS3,BCL2",0.025651474,2
BP,GO:0051204,protein insertion into mitochondrial membrane,31/18493,0.001938776,0.006055878,0.002106802,7157/596,"TP53,BCL2",0.02829794,2
BP,GO:1900745,positive regulation of p38MAPK cascade,31/18493,0.001938776,0.006055878,0.002106802,7422/3553,"VEGFA,IL1B",0.04332383,2
BP,GO:0019218,regulation of steroid metabolic process,119/18493,0.002005308,0.00625647,0.002176587,3553/3458/3156,"IL1B,IFNG,HMGCR",0.048176471,3
BP,GO:0043500,muscle adaptation,120/18493,0.002053743,0.006392837,0.002224028,3553/4846/3162,"IL1B,NOS3,HMOX1",0.057956374,3
BP,GO:0071621,granulocyte chemotaxis,120/18493,0.002053743,0.006392837,0.002224028,6347/3576/3553,"CCL2,CXCL8,IL1B",0.064291368,3
BP,GO:0010039,response to iron ion,32/18493,0.00206528,0.00640663,0.002228827,3162/596,"HMOX1,BCL2",0.024431522,2
BP,GO:0042744,hydrogen peroxide catabolic process,32/18493,0.00206528,0.00640663,0.002228827,4353/847,"MPO,CAT",0.036000211,2
BP,GO:1901030,positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,32/18493,0.00206528,0.00640663,0.002228827,7157/596,"TP53,BCL2",0.027985942,2
BP,GO:0006164,purine nucleotide biosynthetic process,258/18493,0.002074166,0.006412136,0.002230742,3630/6774/4846/4843,"INS,STAT3,NOS3,NOS2",0.082393797,4
BP,GO:0007249,I-kappaB kinase/NF-kappaB signaling,258/18493,0.002074166,0.006412136,0.002230742,207/3553/3162/948,"AKT1,IL1B,HMOX1,CD36",0.067837051,4
BP,GO:0043406,positive regulation of MAP kinase activity,258/18493,0.002074166,0.006412136,0.002230742,7422/3553/5594/959,"VEGFA,IL1B,MAPK1,CD40LG",0.075527098,4
BP,GO:1902807,negative regulation of cell cycle G1/S phase transition,121/18493,0.002102902,0.006493551,0.002259066,6347/7157/596,"CCL2,TP53,BCL2",0.049645957,3
BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,122/18493,0.00215279,0.006640018,0.002310021,207/3586/836,"AKT1,IL10,CASP3",0.062307578,3
BP,GO:1903522,regulation of blood circulation,262/18493,0.002193348,0.00666566,0.002318942,207/5743/3383/4846,"AKT1,PTGS2,ICAM1,NOS3",0.081784666,4
BP,GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,33/18493,0.002195602,0.00666566,0.002318942,7422/3553,"VEGFA,IL1B",0.042509909,2
BP,GO:0033028,myeloid cell apoptotic process,33/18493,0.002195602,0.00666566,0.002318942,3569/596,"IL6,BCL2",0.032191767,2
BP,GO:0033198,response to ATP,33/18493,0.002195602,0.00666566,0.002318942,3553/5743,"IL1B,PTGS2",0.041231477,2
BP,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,33/18493,0.002195602,0.00666566,0.002318942,7422/7157,"VEGFA,TP53",0.042779224,2
BP,GO:0045730,respiratory burst,33/18493,0.002195602,0.00666566,0.002318942,3630/4353,"INS,MPO",0.043960973,2
BP,GO:0046326,positive regulation of glucose import,33/18493,0.002195602,0.00666566,0.002318942,3630/207,"INS,AKT1",0.049109031,2
BP,GO:0048147,negative regulation of fibroblast proliferation,33/18493,0.002195602,0.00666566,0.002318942,7157/5468,"TP53,PPARG",0.04120063,2
BP,GO:0060251,regulation of glial cell proliferation,33/18493,0.002195602,0.00666566,0.002318942,3569/3553,"IL6,IL1B",0.046735871,2
BP,GO:0060674,placenta blood vessel development,33/18493,0.002195602,0.00666566,0.002318942,207/5594,"AKT1,MAPK1",0.043096837,2
BP,GO:0070873,regulation of glycogen metabolic process,33/18493,0.002195602,0.00666566,0.002318942,3630/207,"INS,AKT1",0.049109031,2
BP,GO:0071312,cellular response to alkaloid,33/18493,0.002195602,0.00666566,0.002318942,3383/836,"ICAM1,CASP3",0.038430721,2
BP,GO:0097009,energy homeostasis,33/18493,0.002195602,0.00666566,0.002318942,6774/948,"STAT3,CD36",0.027712029,2
BP,GO:1901186,positive regulation of ERBB signaling pathway,33/18493,0.002195602,0.00666566,0.002318942,207/4318,"AKT1,MMP9",0.043993255,2
BP,GO:0050715,positive regulation of cytokine secretion,123/18493,0.002203409,0.006681863,0.002324578,3630/3586/4023,"INS,IL10,LPL",0.058005135,3
BP,GO:0034976,response to endoplasmic reticulum stress,264/18493,0.002254682,0.006814679,0.002370784,6347/7157/3576/596,"CCL2,TP53,CXCL8,BCL2",0.070194259,4
BP,GO:0006639,acylglycerol metabolic process,124/18493,0.002254764,0.006814679,0.002370784,847/4023/1071,"CAT,LPL,CETP",0.037639678,3
BP,GO:0034763,negative regulation of transmembrane transport,124/18493,0.002254764,0.006814679,0.002370784,207/3553/4318,"AKT1,IL1B,MMP9",0.064726932,3
BP,GO:0016054,organic acid catabolic process,265/18493,0.00228579,0.006893046,0.002398048,207/4846/4843/5444,"AKT1,NOS3,NOS2,PON1",0.067538325,4
BP,GO:0046395,carboxylic acid catabolic process,265/18493,0.00228579,0.006893046,0.002398048,207/4846/4843/5444,"AKT1,NOS3,NOS2,PON1",0.067538325,4
BP,GO:0006638,neutral lipid metabolic process,125/18493,0.002306859,0.006948836,0.002417457,847/4023/1071,"CAT,LPL,CETP",0.037492586,3
BP,GO:0002701,negative regulation of production of molecular mediator of immune response,34/18493,0.002329727,0.006955753,0.002419863,3586/3162,"IL10,HMOX1",0.037205658,2
BP,GO:0030224,monocyte differentiation,34/18493,0.002329727,0.006955753,0.002419863,7422/5468,"VEGFA,PPARG",0.041048155,2
BP,GO:0032148,activation of protein kinase B activity,34/18493,0.002329727,0.006955753,0.002419863,3630/207,"INS,AKT1",0.048691521,2
BP,GO:0043276,anoikis,34/18493,0.002329727,0.006955753,0.002419863,207/596,"AKT1,BCL2",0.029695937,2
BP,GO:0090322,regulation of superoxide metabolic process,34/18493,0.002329727,0.006955753,0.002419863,1401/948,"CRP,CD36",0.026022172,2
BP,GO:0097421,liver regeneration,34/18493,0.002329727,0.006955753,0.002419863,3586/3162,"IL10,HMOX1",0.037205658,2
BP,GO:1903131,mononuclear cell differentiation,34/18493,0.002329727,0.006955753,0.002419863,7422/5468,"VEGFA,PPARG",0.041048155,2
BP,GO:2000352,negative regulation of endothelial cell apoptotic process,34/18493,0.002329727,0.006955753,0.002419863,3383/5054,"ICAM1,SERPINE1",0.037000574,2
BP,GO:0015980,energy derivation by oxidation of organic compounds,267/18493,0.002348894,0.007005247,0.002437082,3630/207/847/4843,"INS,AKT1,CAT,NOS2",0.08047375,4
